"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
"MAD1L1",4.74529795432285e-06,-1.31259314027301,0.144,0.281,0.11061764061322,"MAD1L1","Up in Influenza"
"HMOX1",5.06968456924604e-06,-0.810291758512864,0.192,0.276,0.118179416993694,"HMOX1","Up in Influenza"
"SASH3",5.39584159894072e-06,-0.517799093480564,0.315,0.417,0.125782463512907,"SASH3","Up in Influenza"
"RASSF3",5.57506100522566e-06,-0.63751965698997,0.243,0.327,0.129960247092815,"RASSF3","Up in Influenza"
"IGF2R",5.60837748092444e-06,-0.5399693424591,0.247,0.34,0.13073688745783,"IGF2R","Up in Influenza"
"TYK2",5.78925535384074e-06,-1.00101035188772,0.155,0.252,0.134953331553381,"TYK2","Up in Influenza"
"ODF3B",5.97290856793765e-06,-0.553939452081192,0.209,0.289,0.139234471627195,"ODF3B","Up in Influenza"
"OSBPL8",6.11165476073695e-06,-0.533812653704399,0.364,0.479,0.142468784127539,"OSBPL8","Up in Influenza"
"SAMD9L",6.38735008048453e-06,-1.06878204888912,0.158,0.322,0.148895517726175,"SAMD9L","Up in Influenza"
"SLC15A4",6.39817231164479e-06,-0.541351246303425,0.18,0.257,0.149147794756752,"SLC15A4","Up in Influenza"
"PTRHD1",6.79447340815846e-06,-0.551789544043995,0.274,0.358,0.158385969617582,"PTRHD1","Up in Influenza"
"BAZ1A",7.23372275868997e-06,-0.566673815709127,0.379,0.512,0.168625311227822,"BAZ1A","Up in Influenza"
"RPS18",7.30800546390843e-06,0.673053017636655,0.849,0.945,0.170356915369169,"RPS18","Up in Severe COVID"
"ARHGAP9",7.45340296520021e-06,-0.539771632252711,0.297,0.403,0.173746276521782,"ARHGAP9","Up in Influenza"
"MTX1",7.48268182137705e-06,-0.675981567349031,0.212,0.295,0.17442879593812,"MTX1","Up in Influenza"
"ANXA6",7.97049147264485e-06,-0.745541631914274,0.4,0.554,0.185800126718824,"ANXA6","Up in Influenza"
"SLC38A10",8.09917678330203e-06,-0.699080295981654,0.243,0.355,0.188799909995554,"SLC38A10","Up in Influenza"
"LYPLA2",8.11244325213583e-06,-0.548574856974644,0.191,0.264,0.189109164650538,"LYPLA2","Up in Influenza"
"C6orf48",8.12852789998411e-06,1.02277283074734,0.359,0.233,0.18948411387653,"C6orf48","Up in Severe COVID"
"IRS2",8.19240404854502e-06,-0.558391910900271,0.327,0.426,0.190973130775633,"IRS2","Up in Influenza"
"ANKRD13A",8.75564628711437e-06,-0.611829165935852,0.231,0.31,0.204102870598923,"ANKRD13A","Up in Influenza"
"ATF4",9.02593101367996e-06,1.0374891159683,0.568,0.447,0.210403477859893,"ATF4","Up in Severe COVID"
"SNF8",9.05238356376667e-06,-0.513561725391985,0.358,0.465,0.211020113254965,"SNF8","Up in Influenza"
"ZDHHC20",1.06341950976552e-05,-0.503430714791513,0.262,0.342,0.247893721921439,"ZDHHC20","Up in Influenza"
"AGPAT2",1.12737819375428e-05,-0.558021065213669,0.228,0.311,0.262803130746059,"AGPAT2","Up in Influenza"
"OTUD1",1.13233884797112e-05,-0.808866169398905,0.237,0.327,0.263959508850548,"OTUD1","Up in Influenza"
"THUMPD3-AS1",1.16572509998737e-05,0.811772326491078,0.348,0.231,0.271742178058056,"THUMPD3-AS1","Up in Severe COVID"
"HDAC1",1.25275131052954e-05,-0.542367122564855,0.276,0.384,0.292028857997541,"HDAC1","Up in Influenza"
"DYNC1I2",1.33298850675502e-05,-0.778448402791824,0.205,0.319,0.310732950809663,"DYNC1I2","Up in Influenza"
"CPNE1",1.40642579908366e-05,-0.572874224025682,0.242,0.346,0.327851918024393,"CPNE1","Up in Influenza"
"DGKZ",1.46746578730067e-05,-0.518722189737661,0.313,0.429,0.34208094967766,"DGKZ","Up in Influenza"
"RHOH",1.50399914346852e-05,0.85861667476488,0.276,0.188,0.350597240333946,"RHOH","Up in Severe COVID"
"ADAM8",1.50519594671541e-05,-0.700512686102657,0.207,0.296,0.350876227138829,"ADAM8","Up in Influenza"
"PPP1R9B",1.5624541707092e-05,-0.570108555288759,0.205,0.275,0.364223691734023,"PPP1R9B","Up in Influenza"
"ISCA1",1.58934041983537e-05,1.73549792453619,0.328,0.214,0.370491145267823,"ISCA1","Up in Severe COVID"
"ZNF24",1.6672223146735e-05,0.742896198462309,0.331,0.246,0.38864619377354,"ZNF24","Up in Severe COVID"
"GPX4",1.67925466250262e-05,1.30996765762445,0.74,0.691,0.391451054375986,"GPX4","Up in Severe COVID"
"RBL2",1.76532272617933e-05,-0.60593704522168,0.23,0.317,0.411514380699663,"RBL2","Up in Influenza"
"DEF6",1.91177382362997e-05,-0.595829291161638,0.225,0.3,0.445653596026382,"DEF6","Up in Influenza"
"SPN",2.00296238376833e-05,-1.07958182559002,0.197,0.348,0.466910561280236,"SPN","Up in Influenza"
"NFE2L2",2.14731879499895e-05,1.12525667156484,0.432,0.28,0.500561484302205,"NFE2L2","Up in Severe COVID"
"SLC25A24",2.18818381178849e-05,-0.809531021786585,0.172,0.261,0.510087528366015,"SLC25A24","Up in Influenza"
"PLXNB2",2.29775888167549e-05,-0.803980370866334,0.171,0.256,0.535630572907374,"PLXNB2","Up in Influenza"
"CD82",2.30441956349513e-05,1.10177852606619,0.289,0.186,0.537183244446349,"CD82","Up in Severe COVID"
"MRPS6",2.42401337369953e-05,-0.952713075066068,0.19,0.334,0.565061757543097,"MRPS6","Up in Influenza"
"HMGN3",2.53462006504559e-05,-0.604241552841631,0.349,0.475,0.590845283362778,"HMGN3","Up in Influenza"
"CENPC",2.59612673275419e-05,0.606092913213082,0.272,0.181,0.605183102672328,"CENPC","Up in Severe COVID"
"MTCH2",2.65294118181274e-05,-0.693264172488407,0.172,0.265,0.618427118892368,"MTCH2","Up in Influenza"
"OTUB1",2.72005572176936e-05,-0.592791090002276,0.331,0.449,0.634072189301654,"OTUB1","Up in Influenza"
"BAZ2B",2.78979365468794e-05,-0.646201749875439,0.227,0.304,0.650328798844306,"BAZ2B","Up in Influenza"
"TNFAIP3",2.79463488990491e-05,-0.568324602325742,0.511,0.653,0.651457339185733,"TNFAIP3","Up in Influenza"
"PMAIP1",2.8160511866341e-05,1.36651443513089,0.268,0.173,0.656449692116275,"PMAIP1","Up in Severe COVID"
"PHACTR1",2.84921328639059e-05,1.32343273295495,0.258,0.145,0.664180109190509,"PHACTR1","Up in Severe COVID"
"CBR1",2.9457331936808e-05,-0.783801438589879,0.156,0.251,0.686679864778932,"CBR1","Up in Influenza"
"CD247",3.08076052596267e-05,-0.607928432701889,0.205,0.332,0.718156086207157,"CD247","Up in Influenza"
"PHPT1",3.24624284797451e-05,-0.629053700906318,0.308,0.437,0.756731670291337,"PHPT1","Up in Influenza"
"ALOX5",3.27554199767737e-05,-0.630573565916908,0.25,0.328,0.763561595078573,"ALOX5","Up in Influenza"
"TNFSF12",3.28352614876724e-05,-0.696987948933772,0.23,0.339,0.765422780539131,"TNFSF12","Up in Influenza"
"SLC25A39",3.37594407789384e-05,-0.53126185501428,0.217,0.276,0.786966323997834,"SLC25A39","Up in Influenza"
"DYSF",3.49779260299771e-05,-0.938965526337691,0.165,0.252,0.815370433684797,"DYSF","Up in Influenza"
"FBXO6",3.78761789039669e-05,-1.10987627167469,0.156,0.267,0.882931606430372,"FBXO6","Up in Influenza"
"SMCO4",3.8830205893737e-05,-1.20354050924321,0.157,0.279,0.905170929588903,"SMCO4","Up in Influenza"
"IMP3",4.03194782436321e-05,-0.682185698027368,0.221,0.326,0.939887357337307,"IMP3","Up in Influenza"
"RABL6",4.08434509519562e-05,-0.660925486319108,0.236,0.346,0.952101685141052,"RABL6","Up in Influenza"
"ARID1A",4.14115965493339e-05,-0.56445613370936,0.316,0.423,0.965345727161522,"ARID1A","Up in Influenza"
"DGCR6L",4.17194036094474e-05,-0.693054596241713,0.193,0.281,0.972521017539828,"DGCR6L","Up in Influenza"
"GM2A",4.51320481161782e-05,-0.546836714575986,0.217,0.277,1,"GM2A","Up in Influenza"
"PARVB",4.75469032941766e-05,2.3614899826804,0.257,0.173,1,"PARVB","Up in Severe COVID"
"SLC16A3",5.08991179683336e-05,-0.818997022889628,0.245,0.37,1,"SLC16A3","Up in Influenza"
"RAB27A",5.29967239004429e-05,-0.753788259260381,0.298,0.454,1,"RAB27A","Up in Influenza"
"SNHG9",5.58826048308028e-05,1.06550164175736,0.315,0.184,1,"SNHG9","Up in Severe COVID"
"NFE2",5.60578572314579e-05,0.541176311680913,0.167,0.264,1,"NFE2","Up in Severe COVID"
"UBA1",5.62854208568549e-05,-0.54854757199418,0.212,0.294,1,"UBA1","Up in Influenza"
"JOSD2",5.66007120071595e-05,-0.717036510822696,0.208,0.318,1,"JOSD2","Up in Influenza"
"MAT2B",5.66339144011135e-05,-0.911320141512548,0.182,0.309,1,"MAT2B","Up in Influenza"
"EPRS",6.50073236310241e-05,-0.681446657482933,0.194,0.279,1,"EPRS","Up in Influenza"
"STAT6",6.54484879834479e-05,-0.542509377164472,0.278,0.358,1,"STAT6","Up in Influenza"
"WNK1",7.18713174574953e-05,-0.627602276673475,0.353,0.493,1,"WNK1","Up in Influenza"
"AC007952.4",7.51128920675137e-05,-0.743522371657731,0.242,0.317,1,"AC007952.4","Up in Influenza"
"STK17A",7.57488719018865e-05,0.581144127255376,0.415,0.32,1,"STK17A","Up in Severe COVID"
"PAXX",7.95338231628871e-05,-0.555922175762756,0.353,0.447,1,"PAXX","Up in Influenza"
"ITGB1BP1",8.4203716586273e-05,-0.865635581634899,0.21,0.331,1,"ITGB1BP1","Up in Influenza"
"BLVRA",8.62075352710433e-05,-0.548193625078123,0.25,0.368,1,"BLVRA","Up in Influenza"
"DOCK8",9.84755501527893e-05,-0.700935157772009,0.419,0.573,1,"DOCK8","Up in Influenza"
"TEX264",9.89133376594483e-05,-0.766892987407848,0.223,0.335,1,"TEX264","Up in Influenza"
"COL4A3BP",0.000102592311708155,-0.508613844933123,0.264,0.334,1,"COL4A3BP","Up in Influenza"
"CXCL8",0.000105848613220715,0.653656243636807,0.264,0.357,1,"CXCL8","Up in Severe COVID"
"PIK3AP1",0.000109124233770339,-0.77450320651377,0.217,0.313,1,"PIK3AP1","Up in Influenza"
"EXOSC6",0.000112116987223818,0.50008324000558,0.307,0.214,1,"EXOSC6","Up in Severe COVID"
"CD3E",0.00011875340423919,-0.898098092341517,0.223,0.349,1,"CD3E","Up in Influenza"
"ZAP70",0.000119913908995573,-0.883268043491218,0.151,0.265,1,"ZAP70","Up in Influenza"
"RGS18",0.000120435689127404,3.45838140191673,0.289,0.192,1,"RGS18","Up in Severe COVID"
"DTX3L",0.000122114559709455,-0.76097408554313,0.168,0.267,1,"DTX3L","Up in Influenza"
"GSK3A",0.000122865604669707,-0.553916464406799,0.196,0.283,1,"GSK3A","Up in Influenza"
"POLR3GL",0.000123109874363702,-0.578920810957177,0.281,0.392,1,"POLR3GL","Up in Influenza"
"PAIP2",0.000127994025004976,0.861672996146395,0.585,0.52,1,"PAIP2","Up in Severe COVID"
"CNDP2",0.000136710093397548,-0.757936601303286,0.224,0.338,1,"CNDP2","Up in Influenza"
"TLK1",0.000147077860758757,1.52068571383475,0.306,0.226,1,"TLK1","Up in Severe COVID"
"SQSTM1",0.000152281167604179,0.975643547569271,0.647,0.574,1,"SQSTM1","Up in Severe COVID"
"OAS1",0.000152459559265291,-0.739868781560177,0.186,0.311,1,"OAS1","Up in Influenza"
"DDX60L",0.000152548403798176,-0.674820711793808,0.171,0.274,1,"DDX60L","Up in Influenza"
"MDH1",0.000153537871472512,-0.539380545272521,0.286,0.379,1,"MDH1","Up in Influenza"
"SMC1A",0.000163478983828235,-0.662444811133562,0.199,0.294,1,"SMC1A","Up in Influenza"
"CISD3",0.000165719707850556,-0.903275478725432,0.179,0.286,1,"CISD3","Up in Influenza"
"CTBP2",0.000167451068891863,-1.03094033494735,0.148,0.258,1,"CTBP2","Up in Influenza"
"ATP2A3",0.000179040340353149,1.33019137619735,0.295,0.208,1,"ATP2A3","Up in Severe COVID"
"ACIN1",0.000180549494284416,-0.521165090574599,0.227,0.311,1,"ACIN1","Up in Influenza"
"RETREG2",0.000181748682320215,-0.571454078503211,0.193,0.276,1,"RETREG2","Up in Influenza"
"UBR2",0.000212144858969648,-0.509270403205316,0.202,0.272,1,"UBR2","Up in Influenza"
"PDIA6",0.000216221162319734,-0.551980487700098,0.376,0.518,1,"PDIA6","Up in Influenza"
"ARRDC1",0.000218807904444481,-0.686686433114203,0.223,0.32,1,"ARRDC1","Up in Influenza"
"AKIRIN1",0.000219747017775944,0.795763279894361,0.34,0.277,1,"AKIRIN1","Up in Severe COVID"
"RNF187",0.000226965519129189,-0.533965596121128,0.215,0.295,1,"RNF187","Up in Influenza"
"SARS",0.000227960600550482,-0.61191619476325,0.199,0.283,1,"SARS","Up in Influenza"
"PPIF",0.000230811015934345,1.44961530586329,0.342,0.222,1,"PPIF","Up in Severe COVID"
"SOCS3",0.000232481472089421,-0.858800458148502,0.267,0.365,1,"SOCS3","Up in Influenza"
"LPCAT1",0.000234862331381408,-0.789704064888309,0.184,0.307,1,"LPCAT1","Up in Influenza"
"KLHL24",0.000247994035410692,0.84203378698951,0.28,0.171,1,"KLHL24","Up in Severe COVID"
"ELF1",0.000248647982234232,1.07832996099387,0.602,0.496,1,"ELF1","Up in Severe COVID"
"TUT4",0.000251039230508921,0.655379147696231,0.267,0.187,1,"TUT4","Up in Severe COVID"
"SLC25A37",0.000254020998104973,-0.647002894520092,0.424,0.476,1,"SLC25A37","Up in Influenza"
"PSMA4",0.000263698256935866,-0.614046081144662,0.414,0.56,1,"PSMA4","Up in Influenza"
"COMMD8",0.000264470775693271,-0.695338680108965,0.22,0.31,1,"COMMD8","Up in Influenza"
"DOCK11",0.000269236168951933,-0.641008270659189,0.195,0.292,1,"DOCK11","Up in Influenza"
"TESC",0.000297795786276893,-0.552600407835631,0.248,0.352,1,"TESC","Up in Influenza"
"PEPD",0.000316696985706478,-0.550681148939199,0.251,0.347,1,"PEPD","Up in Influenza"
"APOBEC3G",0.00033902118650127,-0.973654970988405,0.239,0.367,1,"APOBEC3G","Up in Influenza"
"AHCYL1",0.000354215599907944,-0.53878480781881,0.186,0.261,1,"AHCYL1","Up in Influenza"
"NFATC3",0.000358977615069109,-0.773523805581955,0.205,0.315,1,"NFATC3","Up in Influenza"
"KIAA2013",0.0003645362570763,-0.595629769347993,0.208,0.294,1,"KIAA2013","Up in Influenza"
"KRR1",0.000377758633190741,0.573484374378305,0.31,0.218,1,"KRR1","Up in Severe COVID"
"BUB3",0.000387483143930226,-0.549259916230982,0.281,0.364,1,"BUB3","Up in Influenza"
"THBS1",0.000412545320218987,0.506883687644738,0.221,0.305,1,"THBS1","Up in Severe COVID"
"PLCB2",0.000429714222708157,-0.751187839387795,0.183,0.27,1,"PLCB2","Up in Influenza"
"FRAT2",0.000516076277682376,-0.52892066368831,0.2,0.266,1,"FRAT2","Up in Influenza"
"PQLC3",0.000516155031425858,-0.982971482889384,0.171,0.289,1,"PQLC3","Up in Influenza"
"ATP6V1A",0.000531206802585119,-0.681577259737201,0.205,0.3,1,"ATP6V1A","Up in Influenza"
"LSM2",0.00057396398274628,-0.506561682349989,0.256,0.338,1,"LSM2","Up in Influenza"
"ITM2B",0.000576230628661703,0.807360860063333,0.889,0.905,1,"ITM2B","Up in Severe COVID"
"CLPTM1L",0.000582177721433236,-0.561735395939829,0.214,0.312,1,"CLPTM1L","Up in Influenza"
"CNPY2",0.00058328329029894,-0.536732822780563,0.246,0.328,1,"CNPY2","Up in Influenza"
"TRAF3IP3",0.000583747769113478,-0.673406403585979,0.35,0.458,1,"TRAF3IP3","Up in Influenza"
"UQCRH",0.000597954276987997,0.617725599853388,0.793,0.794,1,"UQCRH","Up in Severe COVID"
"UBALD2",0.000609727842237767,0.527392226008464,0.623,0.574,1,"UBALD2","Up in Severe COVID"
"MAP3K11",0.000614145882944066,-0.629850117251317,0.206,0.289,1,"MAP3K11","Up in Influenza"
"TIMP1",0.000616545253086155,1.21779251516533,0.591,0.56,1,"TIMP1","Up in Severe COVID"
"CACYBP",0.000698110304643417,-0.512023039701158,0.265,0.353,1,"CACYBP","Up in Influenza"
"MEAF6",0.000741411493081572,-0.542586603423287,0.282,0.376,1,"MEAF6","Up in Influenza"
"PSMD1",0.000781462308648064,-0.808006360330155,0.192,0.294,1,"PSMD1","Up in Influenza"
"DNAJC5",0.000781707888605176,-0.539169637446198,0.224,0.296,1,"DNAJC5","Up in Influenza"
"ZNF644",0.000786427410734029,0.651617789912082,0.268,0.179,1,"ZNF644","Up in Severe COVID"
"ERO1A",0.000788042294473846,-0.504296451917338,0.223,0.291,1,"ERO1A","Up in Influenza"
"MFSD10",0.00079860729969782,-0.547247573514095,0.33,0.432,1,"MFSD10","Up in Influenza"
"MT1F",0.000926050650149492,-0.641517712491825,0.18,0.257,1,"MT1F","Up in Influenza"
"GTF2B",0.000952913844001393,0.861540323393402,0.322,0.224,1,"GTF2B","Up in Severe COVID"
"CD33",0.000961117265265022,-0.529422673542856,0.211,0.279,1,"CD33","Up in Influenza"
"MCEMP1",0.000980100345074998,-0.526986535607336,0.221,0.295,1,"MCEMP1","Up in Influenza"
"ZNF267",0.00100862008811567,0.851774370616785,0.252,0.162,1,"ZNF267","Up in Severe COVID"
"MRPL43",0.00105839763306997,-0.539774093083735,0.268,0.346,1,"MRPL43","Up in Influenza"
"HBP1",0.00107635506741156,0.889891875586418,0.338,0.206,1,"HBP1","Up in Severe COVID"
"HIST1H1C",0.00108412891874005,2.37669116046091,0.326,0.26,1,"HIST1H1C","Up in Severe COVID"
"SBDS",0.00108473141298003,0.692356100963359,0.406,0.317,1,"SBDS","Up in Severe COVID"
"CD81",0.00123565878074731,-0.770231711778496,0.479,0.572,1,"CD81","Up in Influenza"
"CAPN1",0.00124172210383085,0.598993056666167,0.347,0.433,1,"CAPN1","Up in Severe COVID"
"LGALS9",0.0012701411725816,-0.510877602011316,0.281,0.358,1,"LGALS9","Up in Influenza"
"C20orf27",0.00147002966495406,-0.600192250952401,0.283,0.385,1,"C20orf27","Up in Influenza"
"IMMT",0.00153159989315993,-0.735546402712458,0.179,0.274,1,"IMMT","Up in Influenza"
"PHF21A",0.00160609273048662,-0.689386136577186,0.188,0.262,1,"PHF21A","Up in Influenza"
"ORMDL2",0.00170733449167909,-0.512616286204608,0.184,0.251,1,"ORMDL2","Up in Influenza"
"NLRC5",0.00180845998686448,-0.625237383687658,0.217,0.312,1,"NLRC5","Up in Influenza"
"LINC00623",0.00183873702003827,-0.631747577868562,0.173,0.254,1,"LINC00623","Up in Influenza"
"PARVG",0.00184175556235879,-0.516319425779864,0.326,0.421,1,"PARVG","Up in Influenza"
"CHD1",0.00203258338090516,0.61491616459548,0.441,0.347,1,"CHD1","Up in Severe COVID"
"NENF",0.00210219471571633,0.797582562586959,0.278,0.266,1,"NENF","Up in Severe COVID"
"RNF138",0.00210676944011494,0.667915058257913,0.254,0.173,1,"RNF138","Up in Severe COVID"
"PPP1R15A",0.00213641658971209,0.739816346944731,0.562,0.478,1,"PPP1R15A","Up in Severe COVID"
"CCZ1",0.00217159996241583,-0.659556923982169,0.244,0.353,1,"CCZ1","Up in Influenza"
"ORAI2",0.00218966150553948,0.863512630959707,0.271,0.205,1,"ORAI2","Up in Severe COVID"
"PBRM1",0.00229474402787771,-0.630549194589124,0.212,0.299,1,"PBRM1","Up in Influenza"
"AHSA1",0.00252216813444796,-0.697622055373123,0.155,0.25,1,"AHSA1","Up in Influenza"
"B4GALT5",0.00253982216061229,-0.565452852995794,0.228,0.315,1,"B4GALT5","Up in Influenza"
"SEC13",0.00268962598654705,-0.535572003039558,0.205,0.276,1,"SEC13","Up in Influenza"
"CD83",0.00279453241176353,0.976202025350603,0.341,0.276,1,"CD83","Up in Severe COVID"
"APOL6",0.00285233435984293,-0.539788070522022,0.256,0.394,1,"APOL6","Up in Influenza"
"MAX",0.00286551889981109,1.68605500560694,0.4,0.29,1,"MAX","Up in Severe COVID"
"RPL17",0.00293957385298273,0.659449043227058,0.553,0.455,1,"RPL17","Up in Severe COVID"
"MARCH2",0.00306133978645961,2.03483910719304,0.419,0.357,1,"MARCH2","Up in Severe COVID"
"PDLIM2",0.00317941322732799,-0.571012295740719,0.275,0.354,1,"PDLIM2","Up in Influenza"
"LRRC25",0.00320348664562078,-0.578378325312436,0.232,0.312,1,"LRRC25","Up in Influenza"
"SEPHS2",0.00348285446831681,-0.643376015912675,0.184,0.268,1,"SEPHS2","Up in Influenza"
"DNMT1",0.00357695432187339,-0.529567736351431,0.188,0.282,1,"DNMT1","Up in Influenza"
"NADK",0.0036327673964263,-0.533444497980419,0.257,0.346,1,"NADK","Up in Influenza"
"SH3BP1",0.00376388701729986,-0.743733128642085,0.247,0.347,1,"SH3BP1","Up in Influenza"
"PDCD4",0.0037730972752386,0.629631292530108,0.393,0.308,1,"PDCD4","Up in Severe COVID"
"RASGRP2",0.00382244510562623,1.41593883996011,0.471,0.43,1,"RASGRP2","Up in Severe COVID"
"ELOVL1",0.00427000072400495,-0.60185425453422,0.188,0.259,1,"ELOVL1","Up in Influenza"
"PAK1",0.00433713015772522,-0.749160038848974,0.179,0.261,1,"PAK1","Up in Influenza"
"SSR4",0.00469755261067267,0.62162071043667,0.757,0.764,1,"SSR4","Up in Severe COVID"
"PDIA4",0.00494730533635854,-0.550765368554393,0.167,0.253,1,"PDIA4","Up in Influenza"
"CHST12",0.00504514874531198,-0.668180075178832,0.172,0.288,1,"CHST12","Up in Influenza"
"RBPJ",0.00509921102960845,-0.513830942495672,0.326,0.402,1,"RBPJ","Up in Influenza"
"NUMB",0.00514853711093539,-0.529123307481835,0.289,0.366,1,"NUMB","Up in Influenza"
"WDFY2",0.00528939659129509,-0.725980585424737,0.19,0.268,1,"WDFY2","Up in Influenza"
"NARS",0.00549899410295454,-0.591505075503979,0.192,0.252,1,"NARS","Up in Influenza"
"MPP1",0.00562281577148763,2.01603539166195,0.365,0.301,1,"MPP1","Up in Severe COVID"
"DCP1A",0.00582640898477183,0.515933944428354,0.253,0.181,1,"DCP1A","Up in Severe COVID"
"MRPS12",0.00586763277275197,-0.610885392049937,0.246,0.337,1,"MRPS12","Up in Influenza"
"KIF2A",0.00601317848526811,1.73085356902049,0.294,0.239,1,"KIF2A","Up in Severe COVID"
"CDKN1A",0.00629056568244647,1.20796609011017,0.266,0.174,1,"CDKN1A","Up in Severe COVID"
"CD3G",0.00644550562361873,-0.743849655042728,0.177,0.279,1,"CD3G","Up in Influenza"
"SLC3A2",0.0066219840513297,0.649215062149058,0.41,0.374,1,"SLC3A2","Up in Severe COVID"
"ARL2BP",0.00677992897126175,-0.509885242155762,0.225,0.295,1,"ARL2BP","Up in Influenza"
"ARID5A",0.007302649935889,0.660439430665725,0.318,0.224,1,"ARID5A","Up in Severe COVID"
"RNF11",0.00827879429893811,1.17596996335772,0.272,0.202,1,"RNF11","Up in Severe COVID"
"BRAF",0.00915142626749206,0.520894796493637,0.253,0.186,1,"BRAF","Up in Severe COVID"
"TAGLN2",0.00921473198159366,0.75741529702365,0.813,0.821,1,"TAGLN2","Up in Severe COVID"
"TRBC2",0.0103139774519832,-0.845423415566609,0.267,0.376,1,"TRBC2","Up in Influenza"
"EMC3",0.0108023325271282,1.10489143421794,0.431,0.372,1,"EMC3","Up in Severe COVID"
"RUFY1",0.0108394536646183,3.03814316511988,0.272,0.206,1,"RUFY1","Up in Severe COVID"
"CREBRF",0.0110413446510808,0.595125937895391,0.495,0.395,1,"CREBRF","Up in Severe COVID"
"TBC1D10C",0.0114920473638642,-0.905362868908338,0.284,0.402,1,"TBC1D10C","Up in Influenza"
"SYNE2",0.0115511112540868,-0.616592869407523,0.242,0.356,1,"SYNE2","Up in Influenza"
"SLC20A1",0.0115584279375081,-0.505593466824857,0.21,0.277,1,"SLC20A1","Up in Influenza"
"AREG",0.0116146054499667,1.02399032210199,0.233,0.269,1,"AREG","Up in Severe COVID"
"CDKN2D",0.0130844673940424,0.910061345881563,0.599,0.604,1,"CDKN2D","Up in Severe COVID"
"MTERF4",0.0136526298877943,0.58716806481653,0.262,0.208,1,"MTERF4","Up in Severe COVID"
"AKIRIN2",0.014726008303809,1.03606843244229,0.416,0.368,1,"AKIRIN2","Up in Severe COVID"
"TRIB1",0.0156296177388022,-0.63272326362732,0.182,0.254,1,"TRIB1","Up in Influenza"
"TMEM243",0.0169764132262537,0.58423223560659,0.343,0.263,1,"TMEM243","Up in Severe COVID"
"C1orf56",0.0171860162816392,-0.503880709036968,0.266,0.345,1,"C1orf56","Up in Influenza"
"BIRC3",0.0188698135573635,0.914644766747339,0.314,0.225,1,"BIRC3","Up in Severe COVID"
"GCH1",0.0189061726345231,-0.587269083461459,0.177,0.261,1,"GCH1","Up in Influenza"
"IER3",0.019142134952539,0.594393202093517,0.328,0.36,1,"IER3","Up in Severe COVID"
"IRF3",0.020620185269113,-0.534500961754633,0.244,0.339,1,"IRF3","Up in Influenza"
"MSL1",0.022651509016765,-0.55399369003509,0.211,0.273,1,"MSL1","Up in Influenza"
"SDF2L1",0.024049811914106,-0.669278663202269,0.24,0.319,1,"SDF2L1","Up in Influenza"
"PRDX6",0.0240827505591244,0.889072851240568,0.592,0.551,1,"PRDX6","Up in Severe COVID"
"TPST2",0.0261721003653317,0.542493713640545,0.339,0.445,1,"TPST2","Up in Severe COVID"
"COQ10B",0.0267779077011473,0.852759822397387,0.269,0.171,1,"COQ10B","Up in Severe COVID"
"CAMTA1",0.0275450736750795,1.26806100988755,0.336,0.281,1,"CAMTA1","Up in Severe COVID"
"TOMM5",0.0283135722056603,1.23192855164698,0.267,0.18,1,"TOMM5","Up in Severe COVID"
"NDUFAF3",0.0287026839806212,1.25987883016429,0.365,0.347,1,"NDUFAF3","Up in Severe COVID"
"RNF145",0.0301345247666524,0.552947819592077,0.28,0.225,1,"RNF145","Up in Severe COVID"
"JMJD6",0.0315169951042663,0.699622537018579,0.268,0.194,1,"JMJD6","Up in Severe COVID"
"CENPX",0.0320254723790793,-0.509220304112201,0.183,0.255,1,"CENPX","Up in Influenza"
"NXT1",0.0337699015514842,0.620823041883489,0.29,0.215,1,"NXT1","Up in Severe COVID"
"RABGAP1L",0.0339633599078452,0.853305366224751,0.29,0.26,1,"RABGAP1L","Up in Severe COVID"
"ZBTB43",0.0373585793356211,0.682409893325052,0.336,0.26,1,"ZBTB43","Up in Severe COVID"
"CARD19",0.0391622713712463,1.16843914817034,0.308,0.258,1,"CARD19","Up in Severe COVID"
"TMCO1",0.0401351093098635,-0.554549734150799,0.292,0.399,1,"TMCO1","Up in Influenza"
"SETX",0.0401364812528629,-0.536448307350802,0.277,0.38,1,"SETX","Up in Influenza"
"SNAP23",0.0428021058243832,1.34678435079412,0.35,0.317,1,"SNAP23","Up in Severe COVID"
"IDH2",0.0437009025768448,-0.616029684596196,0.277,0.379,1,"IDH2","Up in Influenza"
"TMEM123",0.0474988007018082,0.578602880337951,0.503,0.443,1,"TMEM123","Up in Severe COVID"
"AC020656.1",0.0503471413341197,0.953775761206536,0.371,0.506,1,"AC020656.1","Up in Severe COVID"
"UBE2H",0.0519619757875773,1.02916814512219,0.291,0.213,1,"UBE2H","Up in Severe COVID"
"SRSF6",0.0525555859048645,0.645411858749953,0.348,0.3,1,"SRSF6","Up in Severe COVID"
"PCNP",0.0542381934814632,0.875188695512927,0.419,0.373,1,"PCNP","Up in Severe COVID"
"TRADD",0.0565512527225266,-0.590534872578264,0.207,0.285,1,"TRADD","Up in Influenza"
"COPS2",0.0587739052012081,0.526507266896547,0.314,0.234,1,"COPS2","Up in Severe COVID"
"MIR4435-2HG",0.0594194759200402,0.791115424977461,0.273,0.284,1,"MIR4435-2HG","Up in Severe COVID"
