"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
"TXNIP",6.84167361634052e-50,-0.789325773761869,0.775,0.964,1.59486253670514e-45,"TXNIP","Up in Healthy"
"IGKC",9.66137314220061e-45,1.48503037983894,0.629,0.144,2.25216269317839e-40,"IGKC","Up in Severe"
"CLU",2.39276922055798e-44,3.52334861984081,0.436,0.075,5.57778433004271e-40,"CLU","Up in Severe"
"PPBP",4.5404446871564e-41,4.02883261381793,0.518,0.15,1.05842306102303e-36,"PPBP","Up in Severe"
"PF4",9.44747864500266e-36,4.55282003885489,0.452,0.1,2.20230174693657e-31,"PF4","Up in Severe"
"XIST",4.84927269284251e-35,-1.61095360925993,0.227,0.615,1.13041395742852e-30,"XIST","Up in Healthy"
"KLF2",9.31405220564015e-35,-1.06360334492762,0.559,0.871,2.17119870965678e-30,"KLF2","Up in Healthy"
"MYL9",2.15731983515178e-34,4.52271516310172,0.304,0.041,5.02892826772232e-30,"MYL9","Up in Severe"
"CXCL8",6.94154166865198e-32,6.74423060725802,0.264,0.011,1.61814277837946e-27,"CXCL8","Up in Severe"
"NRGN",2.64810212433249e-31,3.1625721623967,0.532,0.251,6.17299086203147e-27,"NRGN","Up in Severe"
"IGHA1",4.67902908393976e-31,2.67446546944802,0.315,0.042,1.0907284697572e-26,"IGHA1","Up in Severe"
"RPS4X",4.34688353482579e-29,-0.568342768707166,0.863,0.987,1.01330202080324e-24,"RPS4X","Up in Healthy"
"RPL3",1.51024450303999e-28,-0.563941590816113,0.828,0.981,3.52053096103651e-24,"RPL3","Up in Healthy"
"ARL4C",5.73071259674259e-28,-1.08888892890664,0.342,0.657,1.33588641342667e-23,"ARL4C","Up in Healthy"
"RPS27",8.40496072256533e-28,-0.559322344048997,0.904,0.989,1.95928039403721e-23,"RPS27","Up in Healthy"
"TRDC",2.54665936996831e-27,-2.73076784096765,0.055,0.26,5.93651765733313e-23,"TRDC","Up in Healthy"
"GNLY",3.10159317385742e-27,-1.89515260976789,0.158,0.452,7.23012384757902e-23,"GNLY","Up in Healthy"
"LSP1",9.09639079492079e-27,-0.819666115146341,0.571,0.802,2.12045965820399e-22,"LSP1","Up in Healthy"
"CAVIN2",1.40060803477522e-25,3.03848927979918,0.287,0.08,3.26495738986452e-21,"CAVIN2","Up in Severe"
"NCL",1.61277526773799e-24,-0.717789804276567,0.575,0.791,3.75954042662403e-20,"NCL","Up in Healthy"
"PTPRC",2.49319312129091e-24,-0.634159052552959,0.734,0.927,5.81188248504123e-20,"PTPRC","Up in Healthy"
"PNISR",3.58119366026285e-24,-0.673026682641064,0.653,0.879,8.34812054143873e-20,"PNISR","Up in Healthy"
"AC004687.1",3.6374198854128e-24,-1.95085086493933,0.161,0.426,8.47918949488578e-20,"AC004687.1","Up in Healthy"
"GNG11",4.80653277910807e-24,3.21161923517315,0.304,0.079,1.12045085613788e-19,"GNG11","Up in Severe"
"AHNAK",7.69437991514771e-24,-1.02229595381813,0.503,0.751,1.79363690202008e-19,"AHNAK","Up in Healthy"
"HIST1H2AC",2.64704366837981e-23,3.49463051826453,0.317,0.098,6.17052349536017e-19,"HIST1H2AC","Up in Severe"
"CTSW",3.57819324560054e-23,-1.66739552085246,0.188,0.444,8.34112627481941e-19,"CTSW","Up in Healthy"
"FCGR3A",1.38377033940756e-22,-1.85990968215734,0.157,0.406,3.22570703819296e-18,"FCGR3A","Up in Healthy"
"RPL23A",3.62264409479838e-22,-0.509816835981758,0.83,0.979,8.4447456493845e-18,"RPL23A","Up in Healthy"
"SF1",3.81850283334552e-22,-0.65593595626089,0.647,0.865,8.90131195481174e-18,"SF1","Up in Healthy"
"HOPX",4.21742127527815e-22,-1.74197999169519,0.164,0.396,9.8312307348009e-18,"HOPX","Up in Healthy"
"CD247",4.81461015715831e-22,-1.24890071360147,0.205,0.46,1.12233377373517e-17,"CD247","Up in Healthy"
"FUS",6.7237485457172e-22,-0.69440584629421,0.627,0.848,1.56737302349214e-17,"FUS","Up in Healthy"
"ANKRD44",1.99684515561804e-21,-0.811067512888639,0.375,0.587,4.65484574226122e-17,"ANKRD44","Up in Healthy"
"HLA-DPB1",2.00263433101921e-21,-1.06486373273998,0.511,0.781,4.66834088903888e-17,"HLA-DPB1","Up in Healthy"
"IL32",3.0686250397413e-21,-1.3811299418798,0.25,0.545,7.15327183014094e-17,"IL32","Up in Healthy"
"POLR2J3.1",6.73890524397701e-21,-0.957563396246016,0.412,0.653,1.57090620142348e-16,"POLR2J3.1","Up in Healthy"
"RPS29",1.07726926349361e-20,-0.508956842911494,0.85,0.982,2.51122238012996e-16,"RPS29","Up in Healthy"
"NKTR",2.25118632826049e-20,-0.760996721680025,0.422,0.649,5.24774044980803e-16,"NKTR","Up in Healthy"
"RBM3",2.74646054849404e-20,-0.683658818203253,0.648,0.85,6.40227418459446e-16,"RBM3","Up in Healthy"
"GZMM",3.43866911419214e-20,-1.69767833338827,0.202,0.462,8.01588157209329e-16,"GZMM","Up in Healthy"
"EVL",1.18449956961246e-19,-0.859278221118934,0.388,0.69,2.76118694672361e-15,"EVL","Up in Healthy"
"LUC7L3",1.7157111341485e-19,-0.772257404360571,0.436,0.681,3.99949422481356e-15,"LUC7L3","Up in Healthy"
"CD3E",3.24961171419607e-19,-1.24625876253146,0.223,0.498,7.57516986696246e-15,"CD3E","Up in Healthy"
"MT-ND5",5.80084636206023e-19,-0.525644161814489,0.879,0.974,1.35223529545986e-14,"MT-ND5","Up in Healthy"
"CRIP1",7.13467962825989e-19,-0.989332278354898,0.415,0.648,1.66316516814366e-14,"CRIP1","Up in Healthy"
"PPP2R5C",9.73638620538573e-19,-0.935555506943505,0.511,0.758,2.26964898833747e-14,"PPP2R5C","Up in Healthy"
"S100A8",1.18177369230776e-18,2.84596594000774,0.6,0.344,2.75483265413861e-14,"S100A8","Up in Severe"
"HLA-DPA1",1.30289610383595e-18,-1.0494246324289,0.539,0.776,3.03718110765199e-14,"HLA-DPA1","Up in Healthy"
"MATK",1.77662068003683e-18,-1.82965137982093,0.102,0.3,4.14148046723385e-14,"MATK","Up in Healthy"
"ATM",4.74060770342813e-18,-0.871510652966453,0.336,0.554,1.10508306174613e-13,"ATM","Up in Healthy"
"KLRB1",1.04096109593224e-17,-1.35851399602715,0.103,0.278,2.42658441072765e-13,"KLRB1","Up in Healthy"
"ITGA4",1.06097631468626e-17,-1.36617045305139,0.244,0.48,2.47324188716514e-13,"ITGA4","Up in Healthy"
"HSPA8",1.41463789258617e-17,-0.714859834879758,0.519,0.738,3.29766239140761e-13,"HSPA8","Up in Healthy"
"SUN2",1.88435147256463e-17,-0.918025827200956,0.38,0.581,4.39261171769541e-13,"SUN2","Up in Healthy"
"SOD2",2.62232691597729e-17,2.0545825658334,0.511,0.345,6.11290627383466e-13,"SOD2","Up in Severe"
"KLRD1",5.54546705703812e-17,-1.25366569972536,0.13,0.36,1.29270382566616e-12,"KLRD1","Up in Healthy"
"LIMS1",5.82826042925771e-17,2.53861853808121,0.51,0.317,1.35862578866426e-12,"LIMS1","Up in Severe"
"RSRP1",6.9132922275528e-17,-0.786056320402593,0.47,0.711,1.61155755116483e-12,"RSRP1","Up in Healthy"
"NOP53",8.23353435380755e-17,-0.529009610641475,0.637,0.839,1.91931919321608e-12,"NOP53","Up in Healthy"
"MTURN",1.03561360842102e-16,3.06909935863537,0.261,0.119,2.41411888259023e-12,"MTURN","Up in Severe"
"DDX17",1.21255989248619e-16,-0.506452257535917,0.589,0.745,2.82659836537456e-12,"DDX17","Up in Healthy"
"GZMA",2.51105042652664e-16,-0.788654789023059,0.179,0.421,5.85350964927625e-12,"GZMA","Up in Healthy"
"ACTN1",2.53053334568184e-16,2.22291280479613,0.32,0.168,5.89892628211893e-12,"ACTN1","Up in Severe"
"SKAP1",3.47530883927832e-16,-1.20342671275354,0.186,0.377,8.10129243524169e-12,"SKAP1","Up in Healthy"
"SYNE2",3.57937653087827e-16,-1.05663251199676,0.242,0.479,8.34388463113033e-12,"SYNE2","Up in Healthy"
"GZMB",3.70202247702019e-16,-1.24337977562856,0.152,0.381,8.62978459618176e-12,"GZMB","Up in Healthy"
"FGFBP2",4.15618937130452e-16,-1.80487490407432,0.14,0.358,9.68849304344797e-12,"FGFBP2","Up in Healthy"
"ANXA1",4.69620019587171e-16,-0.573526203785654,0.561,0.782,1.09473122765965e-11,"ANXA1","Up in Healthy"
"VAMP2",7.79873232548113e-16,-0.606990115645001,0.578,0.785,1.81796249239291e-11,"VAMP2","Up in Healthy"
"CD81",8.59222976272604e-16,-0.946559694551264,0.479,0.708,2.00293467998907e-11,"CD81","Up in Healthy"
"MPP1",8.79646144952725e-16,2.77446583064839,0.365,0.181,2.0505431284993e-11,"MPP1","Up in Severe"
"PCSK7",1.30709164623637e-15,-1.02040857992324,0.419,0.668,3.0469613365416e-11,"PCSK7","Up in Healthy"
"NKG7",1.45079402184208e-15,-1.49851189817414,0.355,0.537,3.38194594431608e-11,"NKG7","Up in Healthy"
"CALR",3.4388968962e-15,-0.751798137878037,0.542,0.752,8.01641255473183e-11,"CALR","Up in Healthy"
"RUNX3",3.54306313167402e-15,-0.974834071949693,0.347,0.602,8.25923446624531e-11,"RUNX3","Up in Healthy"
"IGLC2",3.76147663528943e-15,1.5204307580075,0.257,0.067,8.76837818452319e-11,"IGLC2","Up in Severe"
"ARPC1B",5.30286797181572e-15,1.21225992374604,0.753,0.717,1.23615155290996e-10,"ARPC1B","Up in Severe"
"RBM25",5.66723158643878e-15,-0.655991767501017,0.529,0.719,1.32108835511474e-10,"RBM25","Up in Healthy"
"PRF1",6.42395981510061e-15,-0.861576691372806,0.162,0.38,1.4974892724981e-10,"PRF1","Up in Healthy"
"DDX3X",8.26203509867466e-15,-0.5818164847496,0.562,0.737,1.92596300185205e-10,"DDX3X","Up in Healthy"
"SYNE1",9.5712074252557e-15,-0.809894012652825,0.229,0.395,2.23114416290136e-10,"SYNE1","Up in Healthy"
"PRKCH",1.24001900953563e-14,-1.31277181008265,0.145,0.314,2.8906083131285e-10,"PRKCH","Up in Healthy"
"ARGLU1",1.4009026563918e-14,-0.576377825151538,0.533,0.723,3.26564418231492e-10,"ARGLU1","Up in Healthy"
"RPS26",1.46307604394966e-14,-0.530538048462149,0.785,0.921,3.41057656605105e-10,"RPS26","Up in Healthy"
"CTSA",2.27981951226415e-14,2.28586191756106,0.523,0.338,5.31448726503896e-10,"CTSA","Up in Severe"
"RGS18",2.5468016335781e-14,3.74503072168749,0.289,0.124,5.9368492880339e-10,"RGS18","Up in Severe"
"PSME1",2.63780967018995e-14,-0.505969600854028,0.676,0.852,6.1489981221798e-10,"PSME1","Up in Healthy"
"AES",2.68200944039972e-14,-0.686390363449311,0.652,0.854,6.25203220651579e-10,"AES","Up in Healthy"
"TRBC1",2.84906821026407e-14,-1.01633525268873,0.149,0.367,6.64146290494657e-10,"TRBC1","Up in Healthy"
"GZMH",3.17266224042996e-14,-1.29098348425325,0.16,0.378,7.39579294866627e-10,"GZMH","Up in Healthy"
"TTC14",3.20044996536783e-14,-0.994090735683544,0.27,0.448,7.46056891426895e-10,"TTC14","Up in Healthy"
"ITGAL",4.11119458391284e-14,-1.07483150394207,0.279,0.481,9.58360569455923e-10,"ITGAL","Up in Healthy"
"LIMD2",4.78257641446643e-14,-0.532074832397294,0.649,0.842,1.11486638797627e-09,"LIMD2","Up in Healthy"
"CST7",5.15215981395139e-14,-1.29609662108388,0.286,0.465,1.20101997423021e-09,"CST7","Up in Healthy"
"TIMP1",9.34783772548008e-14,1.73902694218289,0.591,0.454,2.17907445218666e-09,"TIMP1","Up in Severe"
"HBB",1.09225319192477e-13,2.7365175980853,0.371,0.184,2.54615141569584e-09,"HBB","Up in Severe"
"PDLIM1",1.1817788774289e-13,3.02272342018304,0.329,0.171,2.75484474117452e-09,"PDLIM1","Up in Severe"
"IL2RG",1.21261103903468e-13,-0.820753674045498,0.337,0.548,2.82671759309374e-09,"IL2RG","Up in Healthy"
"PNN",1.33846790105474e-13,-0.674493768599434,0.528,0.736,3.12010252414871e-09,"PNN","Up in Healthy"
"LCK",3.7721120846124e-13,-1.20514414652397,0.184,0.402,8.79317048043996e-09,"LCK","Up in Healthy"
"SAMD3",4.92915535189889e-13,-1.37984483663995,0.099,0.26,1.14903540408115e-08,"SAMD3","Up in Healthy"
"FMNL1",5.27374463844639e-13,-0.541181829575749,0.579,0.758,1.22936261266824e-08,"FMNL1","Up in Healthy"
"S100A9",5.54547019966069e-13,1.75450017394664,0.649,0.415,1.2927045582429e-08,"S100A9","Up in Severe"
"RAB11FIP1",6.4596359489221e-13,-0.637983874342283,0.379,0.496,1.50580573605323e-08,"RAB11FIP1","Up in Healthy"
"DDX24",6.65859295026125e-13,-0.538610254069438,0.488,0.685,1.5521846026354e-08,"DDX24","Up in Healthy"
"RBL2",1.05073202041811e-12,-0.84522949805241,0.23,0.368,2.44936141279666e-08,"RBL2","Up in Healthy"
"ARHGAP30",1.41302757962074e-12,-0.611198353002664,0.396,0.544,3.29390859085392e-08,"ARHGAP30","Up in Healthy"
"TAPBP",1.44969605994549e-12,-0.577441069135737,0.59,0.769,3.37938648533893e-08,"TAPBP","Up in Healthy"
"UTRN",1.67938136758432e-12,-0.680482808186698,0.364,0.545,3.9148059059758e-08,"UTRN","Up in Healthy"
"TRBC2",1.73638376686405e-12,-0.89838463502245,0.267,0.493,4.04768419893679e-08,"TRBC2","Up in Healthy"
"SRSF7",1.82087906604948e-12,-0.724257521532207,0.523,0.752,4.24465119086794e-08,"SRSF7","Up in Healthy"
"SSBP4",1.92723711456569e-12,-1.02773352364338,0.323,0.529,4.49258243776409e-08,"SSBP4","Up in Healthy"
"SPN",2.42621618155105e-12,-1.31959579520608,0.197,0.403,5.65575254081364e-08,"SPN","Up in Healthy"
"OST4",2.98560160138363e-12,1.51091193128926,0.85,0.836,6.95973589298539e-08,"OST4","Up in Severe"
"TALDO1",3.21138803301673e-12,1.06197507474122,0.616,0.504,7.48606664376529e-08,"TALDO1","Up in Severe"
"FTH1",3.30257567043313e-12,0.771138027715806,0.991,0.994,7.69863414534667e-08,"FTH1","Up in Severe"
"STK4",3.54303207523548e-12,-0.514998642132521,0.601,0.801,8.25916207058144e-08,"STK4","Up in Healthy"
"RORA",3.55327634169132e-12,-1.19765071118617,0.207,0.423,8.28304248011664e-08,"RORA","Up in Healthy"
"SYNGR1",3.70527280728514e-12,-1.75640965268774,0.127,0.275,8.6373614410624e-08,"SYNGR1","Up in Healthy"
"GSTO1",3.89507916174242e-12,1.82974405096691,0.561,0.441,9.07981903393776e-08,"GSTO1","Up in Severe"
"MARCH2",3.92856881985717e-12,2.39105444327193,0.419,0.296,9.15788677596906e-08,"MARCH2","Up in Severe"
"OAZ1",4.28523683679149e-12,1.35392232044314,0.924,0.93,9.98931559024465e-08,"OAZ1","Up in Severe"
"N4BP2L2",5.0150081549426e-12,-0.535204517363443,0.546,0.729,1.16904855099867e-07,"N4BP2L2","Up in Healthy"
"STK10",5.53027102685312e-12,-0.673119593221362,0.351,0.515,1.28916147906973e-07,"STK10","Up in Healthy"
"STAT4",5.92461716285105e-12,-1.01361451911765,0.155,0.307,1.38108750683221e-07,"STAT4","Up in Healthy"
"PIK3R1",6.23386624499919e-12,-0.906740723200788,0.412,0.575,1.45317656037176e-07,"PIK3R1","Up in Healthy"
"CD7",7.49157609968212e-12,-0.885767247990734,0.229,0.439,1.7463613045969e-07,"CD7","Up in Healthy"
"DDX6",8.78729988275889e-12,-0.675160045510862,0.486,0.696,2.04840747566992e-07,"DDX6","Up in Healthy"
"PAXX",1.06571055962342e-11,-0.856187761253705,0.353,0.537,2.48427788553814e-07,"PAXX","Up in Healthy"
"PPIF",1.20700366000412e-11,1.79591808190566,0.342,0.192,2.81364623183561e-07,"PPIF","Up in Severe"
"CD52",1.22328598067799e-11,-0.504828430952098,0.687,0.856,2.85160194955845e-07,"CD52","Up in Healthy"
"DAP",1.22428558640549e-11,2.3029139022429,0.324,0.208,2.85393213046985e-07,"DAP","Up in Severe"
"KMT2E",1.30114711346363e-11,-0.531510491497711,0.555,0.741,3.03310403619508e-07,"KMT2E","Up in Healthy"
"AKNA",1.44609768229692e-11,-0.790739821741735,0.397,0.569,3.37099830720234e-07,"AKNA","Up in Healthy"
"PYHIN1",1.46767162893544e-11,-1.1513695914067,0.116,0.261,3.4212893342114e-07,"PYHIN1","Up in Healthy"
"ARF6",1.48531649035375e-11,-0.559536845217071,0.526,0.691,3.46242127066363e-07,"ARF6","Up in Healthy"
"ANKRD12",1.51660963714826e-11,-0.504273563960514,0.561,0.742,3.5353687251563e-07,"ANKRD12","Up in Healthy"
"RAB32",2.02898891055191e-11,2.60611410430109,0.405,0.242,4.72977604938756e-07,"RAB32","Up in Severe"
"SERF2",2.81582577890871e-11,0.667319806708583,0.952,0.97,6.5639714732141e-07,"SERF2","Up in Severe"
"C9orf78",2.83617091215188e-11,-0.634566450886476,0.458,0.65,6.61139801331725e-07,"C9orf78","Up in Healthy"
"ITGB2",2.97856985723807e-11,-0.504251579219984,0.638,0.843,6.94334419420767e-07,"ITGB2","Up in Healthy"
"HNRNPA0",3.16583678589745e-11,-0.508625596499945,0.439,0.596,7.37988213160554e-07,"HNRNPA0","Up in Healthy"
"RGS10",3.41147469394e-11,2.37661429531155,0.597,0.47,7.95248865904354e-07,"RGS10","Up in Severe"
"RPS4Y1",3.46723042549926e-11,1.40786785361621,0.428,0.21,8.08246084488132e-07,"RPS4Y1","Up in Severe"
"ARID1B",5.250629763792e-11,-0.53128727222826,0.43,0.591,1.22397430423755e-06,"ARID1B","Up in Healthy"
"APRT",5.69611044247697e-11,-0.549896597335298,0.568,0.749,1.32782030524581e-06,"APRT","Up in Healthy"
"TPM4",5.85727898527436e-11,2.09465241656809,0.523,0.391,1.3653903042573e-06,"TPM4","Up in Severe"
"FERMT3",8.65402741196009e-11,1.82364362859917,0.549,0.464,2.01734033000202e-06,"FERMT3","Up in Severe"
"TUBA1A",9.1082454608968e-11,-0.581033664170149,0.499,0.671,2.12322309938965e-06,"TUBA1A","Up in Healthy"
"SEPT9",9.86554475598907e-11,-0.703256766286688,0.455,0.628,2.29975713806861e-06,"SEPT9","Up in Healthy"
"H2AFJ",1.06353250762515e-10,1.67675958906311,0.449,0.342,2.47920062852499e-06,"H2AFJ","Up in Severe"
"UCP2",1.06698280913093e-10,-0.572147016556594,0.52,0.698,2.48724362636512e-06,"UCP2","Up in Healthy"
"YWHAH",1.1621332445131e-10,2.50704337948949,0.39,0.268,2.70904880628449e-06,"YWHAH","Up in Severe"
"SMARCC2",1.24358483178743e-10,-0.822970735444275,0.165,0.266,2.89892060137969e-06,"SMARCC2","Up in Healthy"
"RNF125",1.32681058248892e-10,-0.755824125204051,0.217,0.374,3.09292814883992e-06,"RNF125","Up in Healthy"
"ZBTB7A",1.36849368466452e-10,-0.668473717613342,0.445,0.6,3.19009562832147e-06,"ZBTB7A","Up in Healthy"
"UQCRH",1.49407229913162e-10,0.840316044725807,0.793,0.776,3.48283193650572e-06,"UQCRH","Up in Severe"
"PITPNC1",1.50237910402904e-10,-0.937878827372971,0.194,0.325,3.5021959294021e-06,"PITPNC1","Up in Healthy"
"RARRES3",1.74526885973046e-10,-0.779850734791757,0.383,0.604,4.06839623891768e-06,"RARRES3","Up in Healthy"
"PHACTR1",2.3142677286632e-10,1.67344837693593,0.258,0.128,5.39478950228679e-06,"PHACTR1","Up in Severe"
"BASP1",2.39968846939954e-10,1.68956606300975,0.324,0.154,5.59391379101727e-06,"BASP1","Up in Severe"
"GCC2",2.52636275775034e-10,-0.538570964333137,0.407,0.569,5.88920422459181e-06,"GCC2","Up in Healthy"
"NDUFAF3",2.54751768982356e-10,1.76449956514511,0.365,0.265,5.9385184867477e-06,"NDUFAF3","Up in Severe"
"EFHD2",3.70735611765759e-10,-0.523479972565753,0.565,0.728,8.6422178458716e-06,"EFHD2","Up in Healthy"
"AAK1",3.83039586779585e-10,-0.787457293854864,0.391,0.585,8.9290358074189e-06,"AAK1","Up in Healthy"
"PTPN4",3.89798479210633e-10,-1.14417889378791,0.15,0.294,9.08659234887908e-06,"PTPN4","Up in Healthy"
"IER3",4.47182726711707e-10,2.27609483749452,0.328,0.171,1.04242765423766e-05,"IER3","Up in Severe"
"REST",4.4922198876558e-10,-0.512979385995787,0.242,0.349,1.04718137801144e-05,"REST","Up in Healthy"
"ETS1",4.52056793691519e-10,-0.718848002099422,0.271,0.434,1.0537895917743e-05,"ETS1","Up in Healthy"
"CYFIP2",4.5964478060992e-10,-0.762552209610819,0.24,0.383,1.07147794807979e-05,"CYFIP2","Up in Healthy"
"KANSL1",4.85074964349425e-10,-0.590983333105016,0.371,0.525,1.13075824939495e-05,"KANSL1","Up in Healthy"
"AC245297.3",5.34207312110529e-10,-0.555872412416018,0.335,0.487,1.24529066526085e-05,"AC245297.3","Up in Healthy"
"H3F3A",5.41384458842002e-10,0.963042097990142,0.968,0.977,1.26202131200659e-05,"H3F3A","Up in Severe"
"CYTH1",6.98353689953091e-10,-0.655321260678379,0.421,0.596,1.62793228664965e-05,"CYTH1","Up in Healthy"
"HNRNPU",8.62877456760576e-10,-0.518414434252191,0.642,0.816,2.01145363945458e-05,"HNRNPU","Up in Healthy"
"GIMAP7",9.1903078334731e-10,-0.716962732958963,0.271,0.474,2.14235265906091e-05,"GIMAP7","Up in Healthy"
"C16orf54",9.45729256587436e-10,-0.800339759854622,0.229,0.373,2.20458947003097e-05,"C16orf54","Up in Healthy"
"CCZ1",9.6267351198901e-10,-0.943941004250315,0.244,0.407,2.24408822379758e-05,"CCZ1","Up in Healthy"
"ORMDL1",9.88956581187513e-10,-0.638210748174867,0.374,0.534,2.30535668640621e-05,"ORMDL1","Up in Healthy"
"ID2",1.04564216509482e-09,-0.586133116969461,0.424,0.599,2.43749645105255e-05,"ID2","Up in Healthy"
"PKM",1.08810904877072e-09,1.18495733856622,0.642,0.587,2.53649100358943e-05,"PKM","Up in Severe"
"KDM6B",1.29008715073555e-09,1.34467853123389,0.362,0.238,3.00732215707964e-05,"KDM6B","Up in Severe"
"FKBP5",1.69928792025233e-09,1.81622742928854,0.367,0.182,3.9612100709002e-05,"FKBP5","Up in Severe"
"FNBP1",1.90570005632659e-09,-0.547428996115118,0.447,0.607,4.44237740130292e-05,"FNBP1","Up in Healthy"
"ZAP70",1.9758243975688e-09,-0.965898686061695,0.151,0.306,4.60584425317263e-05,"ZAP70","Up in Healthy"
"CLEC2D",2.27015440539674e-09,-0.620491560715469,0.263,0.416,5.29195693442034e-05,"CLEC2D","Up in Healthy"
"RNF213",2.28938598415013e-09,-0.505323607517241,0.535,0.737,5.33678766765236e-05,"RNF213","Up in Healthy"
"DYNC1H1",2.59781316026348e-09,-0.546753254737984,0.392,0.53,6.05576225789019e-05,"DYNC1H1","Up in Healthy"
"SGK1",3.62176709685453e-09,1.59671336813432,0.25,0.141,8.44270127947759e-05,"SGK1","Up in Severe"
"CD82",4.0943994839415e-09,1.40435881166424,0.289,0.148,9.54445463701603e-05,"CD82","Up in Severe"
"HAGH",4.33495339154345e-09,-0.508955052858953,0.173,0.265,0.000101052098510269,"HAGH","Up in Healthy"
"ACSL1",4.34370829307698e-09,2.18104610390866,0.289,0.117,0.000101256184019918,"ACSL1","Up in Severe"
"TRAPPC6A",4.77789948786848e-09,-0.712369398997621,0.198,0.322,0.000111377614961702,"TRAPPC6A","Up in Healthy"
"HLA-DQA1",5.1059818872037e-09,-0.691541933724375,0.247,0.409,0.000119025543772606,"HLA-DQA1","Up in Healthy"
"BCL2A1",6.08840885418121e-09,1.76877742145536,0.353,0.219,0.000141926898799818,"BCL2A1","Up in Severe"
"IMP3",6.8787272326734e-09,-0.712471115174923,0.221,0.343,0.00016035001052085,"IMP3","Up in Healthy"
"ARHGEF1",8.05621065546635e-09,-0.582139115983937,0.462,0.616,0.000187798326589576,"ARHGEF1","Up in Healthy"
"LSM4",8.12682762765896e-09,-0.522225329922241,0.303,0.425,0.000189444478828358,"LSM4","Up in Healthy"
"S100A12",8.58822246533236e-09,2.25271140494868,0.385,0.227,0.000200200053889363,"S100A12","Up in Severe"
"CD4",9.53280704294082e-09,-1.25339209126546,0.162,0.29,0.000222219264977993,"CD4","Up in Healthy"
"GAPDH",1.0364522396999e-08,0.716096937567058,0.894,0.945,0.000241607381596444,"GAPDH","Up in Severe"
"IK",1.04027958650358e-08,-0.556395639018266,0.385,0.52,0.00024249957440985,"IK","Up in Healthy"
"TBC1D10C",1.06203364341097e-08,-0.892163699297673,0.284,0.472,0.000247570662615532,"TBC1D10C","Up in Healthy"
"PRKX",1.13458868565846e-08,-0.720531171853539,0.192,0.321,0.000264483968513843,"PRKX","Up in Healthy"
"APMAP",1.27918236072121e-08,-1.08721697548954,0.242,0.387,0.000298190200107721,"APMAP","Up in Healthy"
"ITGB7",1.42750358306904e-08,-0.935491063305177,0.197,0.313,0.000332765360249223,"ITGB7","Up in Healthy"
"CCDC12",1.43192651271327e-08,-0.651206805279911,0.442,0.622,0.00033379638937859,"CCDC12","Up in Healthy"
"STOM",1.51997796841e-08,2.31781847479981,0.364,0.266,0.000354322064216056,"STOM","Up in Severe"
"HDDC2",1.53594809754048e-08,-1.05006288803341,0.187,0.303,0.00035804486101766,"HDDC2","Up in Healthy"
"RNPS1",1.61205682379675e-08,-0.536138852223931,0.445,0.595,0.000375786566195259,"RNPS1","Up in Healthy"
"SLC9A3R1",1.70071769125504e-08,-0.793345290246032,0.236,0.404,0.000396454301008463,"SLC9A3R1","Up in Healthy"
"CDK11A",1.72076516638694e-08,-0.726058918829254,0.198,0.304,0.000401127567936459,"CDK11A","Up in Healthy"
"TUBA1C",1.93605044980428e-08,1.63727030818299,0.305,0.214,0.000451312720353876,"TUBA1C","Up in Severe"
"SPOCK2",2.07170401828837e-08,-0.91115205628652,0.218,0.375,0.000482934923703201,"SPOCK2","Up in Healthy"
"ERAP2",2.091206813528e-08,-1.20720196259831,0.168,0.358,0.000487481220301511,"ERAP2","Up in Healthy"
"PPM1G",2.11778665952577e-08,-0.565639099200648,0.322,0.436,0.000493677248202051,"PPM1G","Up in Healthy"
"DDX39B",2.18364976626636e-08,-0.912049348835624,0.185,0.31,0.000509030597014351,"DDX39B","Up in Healthy"
"ADGRE5",2.22554823284941e-08,-0.683578333412085,0.463,0.634,0.000518797548559526,"ADGRE5","Up in Healthy"
"THRAP3",2.26558372779649e-08,-0.564251161205888,0.42,0.571,0.000528130222786639,"THRAP3","Up in Healthy"
"CLDND1",3.0053278346655e-08,-0.669558875678634,0.204,0.317,0.000700571971538874,"CLDND1","Up in Healthy"
"KMT2A",3.29186424257733e-08,-0.586954410629794,0.303,0.453,0.0007673664735872,"KMT2A","Up in Healthy"
"CD151",3.43527980944957e-08,2.00182350120195,0.302,0.197,0.000800798076380788,"CD151","Up in Severe"
