"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
"KAT6B",0.000755747114504976,-0.649148727753841,0.172,0.25,1,"KAT6B","Up in Healthy"
"RAB31",0.000801613699300829,0.876254751127844,0.343,0.268,1,"RAB31","Up in Severe"
"SLC11A1",0.000806593295040363,1.16128876324494,0.352,0.265,1,"SLC11A1","Up in Severe"
"RFLNB",0.000904344494976543,1.12232886265374,0.295,0.218,1,"RFLNB","Up in Severe"
"PRDX3",0.000920225047578542,0.692980402988997,0.268,0.211,1,"PRDX3","Up in Severe"
"HK1",0.000985722828865686,0.925241053376519,0.292,0.253,1,"HK1","Up in Severe"
"ZBTB44",0.00104475774475587,-0.730669820131472,0.193,0.299,1,"ZBTB44","Up in Healthy"
"HLA-DMA",0.00113674682736892,-0.740007585447018,0.369,0.458,1,"HLA-DMA","Up in Healthy"
"LYL1",0.00123464805326131,2.13465894087608,0.288,0.198,1,"LYL1","Up in Severe"
"NFKBID",0.00129008094511607,0.99285327132595,0.286,0.222,1,"NFKBID","Up in Severe"
"ETFA",0.00134271801859967,2.10232720155834,0.329,0.249,1,"ETFA","Up in Severe"
"TXN",0.00166800833835984,0.643417919221522,0.557,0.547,1,"TXN","Up in Severe"
"BCL7C",0.00177093729908674,-0.795688585942688,0.295,0.427,1,"BCL7C","Up in Healthy"
"WBP2",0.00179839956673741,1.47898472770439,0.365,0.307,1,"WBP2","Up in Severe"
"MX2",0.0019274194889963,1.10168450669683,0.266,0.196,1,"MX2","Up in Severe"
"ZFC3H1",0.00194836054205132,-0.550208666638459,0.244,0.343,1,"ZFC3H1","Up in Healthy"
"RNF168",0.00201406865876018,-0.640084414247634,0.177,0.257,1,"RNF168","Up in Healthy"
"CEMIP2",0.00206293421525572,-0.569142050735428,0.244,0.369,1,"CEMIP2","Up in Healthy"
"ATP1B3",0.00207810673922072,-0.510337910707405,0.319,0.427,1,"ATP1B3","Up in Healthy"
"CD2BP2",0.00209254083440196,-0.534331028856386,0.221,0.289,1,"CD2BP2","Up in Healthy"
"AP2S1",0.00214727032674892,0.689963038870715,0.563,0.531,1,"AP2S1","Up in Severe"
"MT1X",0.00218768024552275,1.44660963204882,0.304,0.225,1,"MT1X","Up in Severe"
"SS18L2",0.00220514318271362,-0.643417096754213,0.253,0.365,1,"SS18L2","Up in Healthy"
"PRKAR2A",0.00220899426339168,-0.515286586116562,0.221,0.3,1,"PRKAR2A","Up in Healthy"
"IFNGR2",0.00221447885145244,0.788063161792241,0.41,0.328,1,"IFNGR2","Up in Severe"
"WDFY2",0.00231713950073053,-0.898995977641579,0.19,0.295,1,"WDFY2","Up in Healthy"
"EIF1AX",0.00234495169451748,-0.517514622389324,0.398,0.536,1,"EIF1AX","Up in Healthy"
"STXBP2",0.00242585727382122,0.987271776057422,0.517,0.431,1,"STXBP2","Up in Severe"
"SNAP23",0.00251063794949639,1.59719983735829,0.35,0.299,1,"SNAP23","Up in Severe"
"PPDPF",0.00251316529048377,0.725451164946209,0.775,0.795,1,"PPDPF","Up in Severe"
"TNFSF13B",0.00264634407044888,0.647650340605089,0.332,0.266,1,"TNFSF13B","Up in Severe"
"PRPF8",0.0026807847749818,-0.621952429726332,0.282,0.409,1,"PRPF8","Up in Healthy"
"NELFCD",0.00268545013367474,-0.60287244968119,0.186,0.286,1,"NELFCD","Up in Healthy"
"PTK2B",0.00272398583797793,0.717201434837692,0.347,0.272,1,"PTK2B","Up in Severe"
"TLN1",0.00273109837209686,1.44574869723639,0.627,0.638,1,"TLN1","Up in Severe"
"CAP1",0.00277186894228935,0.676405984091367,0.68,0.692,1,"CAP1","Up in Severe"
"CD93",0.00278923078950173,0.755673407478628,0.251,0.177,1,"CD93","Up in Severe"
"CEBPD",0.0028558276436275,0.976141236638673,0.405,0.357,1,"CEBPD","Up in Severe"
"HLA-DRB5",0.00291586486757429,-0.765217372965976,0.294,0.184,1,"HLA-DRB5","Up in Healthy"
"PDE4B",0.00293685146631958,0.663946458289294,0.299,0.227,1,"PDE4B","Up in Severe"
"SH3BP1",0.00297081137921482,-0.564425804939936,0.247,0.328,1,"SH3BP1","Up in Healthy"
"GIMAP4",0.00304554100941373,-0.707465289725094,0.25,0.382,1,"GIMAP4","Up in Healthy"
"SQOR",0.00315139009199413,0.812797122853927,0.333,0.258,1,"SQOR","Up in Severe"
"RAB10",0.00319286973345849,1.07937759466255,0.288,0.235,1,"RAB10","Up in Severe"
"NFE2L2",0.00331729849714443,0.636242268370071,0.432,0.367,1,"NFE2L2","Up in Severe"
"CDA",0.00359387259760072,1.17259987072061,0.277,0.184,1,"CDA","Up in Severe"
"IRAK3",0.00368141592284178,1.19681971125892,0.299,0.209,1,"IRAK3","Up in Severe"
"ATF4",0.00384666240425433,0.680656267855787,0.568,0.522,1,"ATF4","Up in Severe"
"PQLC3",0.00389689175801045,-0.855824494197857,0.171,0.272,1,"PQLC3","Up in Healthy"
"NOC2L",0.00390684612078131,-0.816953622702375,0.18,0.269,1,"NOC2L","Up in Healthy"
"MED6",0.00412130374682412,-0.567918600236421,0.223,0.3,1,"MED6","Up in Healthy"
"SPINT2",0.00417300340225357,1.49520827802298,0.292,0.248,1,"SPINT2","Up in Severe"
"SMARCE1",0.00473880531244433,-0.635689292140443,0.21,0.299,1,"SMARCE1","Up in Healthy"
"CAPZA2",0.00482758721273558,1.07256982440923,0.507,0.455,1,"CAPZA2","Up in Severe"
"GNAQ",0.0051373388656911,0.818772453832942,0.278,0.238,1,"GNAQ","Up in Severe"
"SNX3",0.00516211322178179,0.768896890706492,0.666,0.631,1,"SNX3","Up in Severe"
"RBX1",0.00541400611588177,1.19661395559187,0.556,0.522,1,"RBX1","Up in Severe"
"FBL",0.00541845801371835,-0.51109175963199,0.309,0.417,1,"FBL","Up in Healthy"
"C1orf56",0.00567561601099999,-0.542912274964366,0.266,0.353,1,"C1orf56","Up in Healthy"
"TLK1",0.00578626847279642,1.11971129641085,0.306,0.288,1,"TLK1","Up in Severe"
"CHD6",0.00598928529958706,-0.523260741421943,0.185,0.259,1,"CHD6","Up in Healthy"
"PRDX6",0.00599535394898477,0.882060132869586,0.592,0.558,1,"PRDX6","Up in Severe"
"SDF2L1",0.00609581610120806,-0.629576930433965,0.24,0.341,1,"SDF2L1","Up in Healthy"
"AC020656.1",0.00623767425539781,0.659856932767986,0.371,0.321,1,"AC020656.1","Up in Severe"
"CBX6",0.00626264131680708,-0.518874368068689,0.224,0.313,1,"CBX6","Up in Healthy"
"SLFN5",0.00633104745801407,-0.542407372386077,0.163,0.257,1,"SLFN5","Up in Healthy"
"CHMP5",0.00659579798477011,0.774600662760258,0.262,0.217,1,"CHMP5","Up in Severe"
"UBALD2",0.00660894213443102,0.54670209887793,0.623,0.604,1,"UBALD2","Up in Severe"
"IFRD1",0.00669596920052357,1.53476740424767,0.289,0.225,1,"IFRD1","Up in Severe"
"HLA-DMB",0.00694506425380742,-0.708455314895871,0.306,0.379,1,"HLA-DMB","Up in Healthy"
"HLA-DQB1",0.00705839133229164,-0.555259268849575,0.478,0.575,1,"HLA-DQB1","Up in Healthy"
"DEDD2",0.00723223565868559,-0.856318675834862,0.188,0.313,1,"DEDD2","Up in Healthy"
"NDUFS5",0.00792788685870447,0.839144467062488,0.64,0.654,1,"NDUFS5","Up in Severe"
"JUN",0.00803212161834129,0.727611540662863,0.504,0.452,1,"JUN","Up in Severe"
"DAPP1",0.00819471051450075,1.63078462156979,0.262,0.205,1,"DAPP1","Up in Severe"
"PLEK",0.00835844787729522,0.982943134561555,0.534,0.53,1,"PLEK","Up in Severe"
"BRD1",0.0084879960760777,-0.727640451439222,0.164,0.261,1,"BRD1","Up in Healthy"
"MAP1LC3B",0.00854117979732028,0.591226277915174,0.571,0.574,1,"MAP1LC3B","Up in Severe"
"YBX3",0.00903501591945365,0.675324888900687,0.447,0.389,1,"YBX3","Up in Severe"
"CTSB",0.00956679856682223,0.820522868849619,0.415,0.356,1,"CTSB","Up in Severe"
"AGFG1",0.00960904762557641,1.00115276482299,0.329,0.243,1,"AGFG1","Up in Severe"
"IFI6",0.00967410423805926,1.0029383082884,0.392,0.386,1,"IFI6","Up in Severe"
"PIM3",0.00988326580505067,0.608033900881906,0.46,0.424,1,"PIM3","Up in Severe"
"LY96",0.0102075280791066,0.939141038226316,0.258,0.191,1,"LY96","Up in Severe"
"EIF1B",0.0102453324373273,0.990375721356838,0.58,0.557,1,"EIF1B","Up in Severe"
"FGL2",0.010453803610319,-0.554056028906269,0.334,0.35,1,"FGL2","Up in Healthy"
"STX8",0.0105249044490053,-0.542289299775467,0.225,0.288,1,"STX8","Up in Healthy"
"VCL",0.0107955456394385,1.47162102194831,0.285,0.248,1,"VCL","Up in Severe"
"CKAP4",0.0112759973079988,1.33342133235132,0.3,0.19,1,"CKAP4","Up in Severe"
"FURIN",0.0113098495578238,0.89164081801269,0.271,0.206,1,"FURIN","Up in Severe"
"ARL8B",0.0113374045961242,0.670028999952909,0.255,0.222,1,"ARL8B","Up in Severe"
"CCL5",0.0115102991298443,-0.601161852809077,0.478,0.549,1,"CCL5","Up in Healthy"
"C4orf48",0.0117266923039755,0.658016191546408,0.426,0.369,1,"C4orf48","Up in Severe"
"FKBP8",0.0118307781893107,0.500810853165672,0.585,0.627,1,"FKBP8","Up in Severe"
"ELF1",0.0119067509309867,0.710657393544125,0.602,0.605,1,"ELF1","Up in Severe"
"PCNP",0.012111917904392,0.677349572512605,0.419,0.425,1,"PCNP","Up in Severe"
"SQSTM1",0.0125448474845171,0.55999430427413,0.647,0.667,1,"SQSTM1","Up in Severe"
"NDUFA6",0.0126673828230868,1.16191924026821,0.452,0.445,1,"NDUFA6","Up in Severe"
"GLUL",0.0126792101908572,0.850229369078946,0.384,0.328,1,"GLUL","Up in Severe"
"AZIN1",0.0132712962739787,0.632982998246189,0.261,0.213,1,"AZIN1","Up in Severe"
"ATOX1",0.0133310796989923,0.589724277768998,0.36,0.325,1,"ATOX1","Up in Severe"
"SKIL",0.0135827411840759,0.655888653780789,0.279,0.218,1,"SKIL","Up in Severe"
"TAP2",0.0137473273478615,-0.737477237191728,0.174,0.275,1,"TAP2","Up in Healthy"
"TRAPPC4",0.0141042039014412,-0.54075988343986,0.188,0.274,1,"TRAPPC4","Up in Healthy"
"NAP1L1",0.014252291794233,1.27464019872489,0.761,0.733,1,"NAP1L1","Up in Severe"
"TOMM5",0.0147533113625461,0.554341794136332,0.267,0.28,1,"TOMM5","Up in Severe"
"CYTOR",0.0148140200878453,0.74300316870042,0.346,0.333,1,"CYTOR","Up in Severe"
"SH3BGRL3",0.0150149715535396,0.61329295981932,0.935,0.969,1,"SH3BGRL3","Up in Severe"
"SKAP2",0.0169141065375054,0.789124251629558,0.373,0.314,1,"SKAP2","Up in Severe"
"HPCAL1",0.0170153708399296,0.602293845151017,0.264,0.239,1,"HPCAL1","Up in Severe"
"CNIH4",0.0173602474110132,0.529231778840236,0.276,0.235,1,"CNIH4","Up in Severe"
"MYL12A",0.0177826288655319,0.623286037647231,0.886,0.921,1,"MYL12A","Up in Severe"
"SSR4",0.0180717807704193,0.512012572370668,0.757,0.819,1,"SSR4","Up in Severe"
"ALOX5AP",0.0193063299737171,0.774797679293959,0.441,0.344,1,"ALOX5AP","Up in Severe"
"CARD19",0.0200595584885666,1.02074871459915,0.308,0.287,1,"CARD19","Up in Severe"
"ATP6V0E1",0.0205248838494585,0.652018012194577,0.682,0.68,1,"ATP6V0E1","Up in Severe"
"GRN",0.0207874098700121,0.589130275102016,0.428,0.357,1,"GRN","Up in Severe"
"RNF216",0.0219770238509079,-0.579010360186912,0.197,0.284,1,"RNF216","Up in Healthy"
"GSN",0.0223542308849797,1.31147435629999,0.263,0.209,1,"GSN","Up in Severe"
"RAB11A",0.0226818276868831,1.6632602155172,0.374,0.328,1,"RAB11A","Up in Severe"
"RNF10",0.0234498440146545,0.607914712395716,0.309,0.291,1,"RNF10","Up in Severe"
"JPX",0.0237216365220368,-0.530849683127398,0.213,0.302,1,"JPX","Up in Healthy"
"GABARAPL2",0.0241744327310997,0.90533601780315,0.55,0.523,1,"GABARAPL2","Up in Severe"
"STMP1",0.0253044660201641,0.890649893987211,0.492,0.455,1,"STMP1","Up in Severe"
"ASAP1",0.0255935078625027,1.0457699429584,0.276,0.23,1,"ASAP1","Up in Severe"
"MAPKAPK5-AS1",0.0267006916491229,-0.627475395398298,0.177,0.252,1,"MAPKAPK5-AS1","Up in Healthy"
"ARF4",0.0313784144037901,1.08078639029787,0.316,0.255,1,"ARF4","Up in Severe"
"FKBP1A",0.0319065407508212,0.578186089890057,0.59,0.556,1,"FKBP1A","Up in Severe"
"IFNGR1",0.0321465389956705,0.658969578919643,0.386,0.339,1,"IFNGR1","Up in Severe"
"LEPROT",0.0341585279742445,0.967504496829118,0.346,0.312,1,"LEPROT","Up in Severe"
"UBE2F",0.034401248415389,0.95394558638161,0.327,0.304,1,"UBE2F","Up in Severe"
"MTRNR2L12",0.0345180651851301,0.615969183135481,0.679,0.736,1,"MTRNR2L12","Up in Severe"
"RIT1",0.0358700471610927,1.170859041521,0.28,0.211,1,"RIT1","Up in Severe"
"CPEB4",0.0370050498604992,0.897034490187223,0.258,0.224,1,"CPEB4","Up in Severe"
"EBP",0.037896119261222,-0.813308869826735,0.171,0.265,1,"EBP","Up in Healthy"
"ATP2A3",0.037992748923636,1.15194255144052,0.295,0.239,1,"ATP2A3","Up in Severe"
"PHACTR4",0.0388422853775739,-0.544936913359711,0.202,0.277,1,"PHACTR4","Up in Healthy"
"TMEM167A",0.0390446993416672,0.629196400199352,0.383,0.353,1,"TMEM167A","Up in Severe"
"PLK3",0.0398885924672949,0.704449894813418,0.299,0.237,1,"PLK3","Up in Severe"
"HCK",0.0403525924933776,0.562545319080036,0.309,0.267,1,"HCK","Up in Severe"
"PLIN3",0.0404331173683888,0.663874770916332,0.286,0.233,1,"PLIN3","Up in Severe"
"ODC1",0.0408966319485731,1.35460535645272,0.41,0.37,1,"ODC1","Up in Severe"
"TMEM219",0.0412022048276032,0.722655447503747,0.516,0.508,1,"TMEM219","Up in Severe"
"BLOC1S6",0.0412812014323389,0.699918031538602,0.356,0.319,1,"BLOC1S6","Up in Severe"
"RAB22A",0.042174088624476,-0.52430364044333,0.188,0.263,1,"RAB22A","Up in Healthy"
"DNAJC15",0.0443055927452274,0.785790967325328,0.442,0.398,1,"DNAJC15","Up in Severe"
"PELI1",0.04451423125435,0.657193506970277,0.255,0.207,1,"PELI1","Up in Severe"
"C5orf24",0.0465773602665287,-0.705209566915258,0.167,0.274,1,"C5orf24","Up in Healthy"
"CCL4",0.0468462170104209,0.974366196973839,0.223,0.282,1,"CCL4","Up in Severe"
"UBE2J1",0.0534746644961694,0.886544286897047,0.442,0.362,1,"UBE2J1","Up in Severe"
"EIF2AK1",0.0535285588682845,1.76722413673453,0.33,0.296,1,"EIF2AK1","Up in Severe"
"POLR2E",0.0561507468792981,0.540765756981264,0.38,0.382,1,"POLR2E","Up in Severe"
"GTPBP6",0.0566240452119015,-0.562229593269102,0.186,0.26,1,"GTPBP6","Up in Healthy"
"UNC119",0.058917689952933,-0.564616049404044,0.211,0.265,1,"UNC119","Up in Healthy"
"UBR4",0.0613363249692119,0.503767810265144,0.304,0.263,1,"UBR4","Up in Severe"
"NCF2",0.0614680017490524,0.532663755095315,0.35,0.291,1,"NCF2","Up in Severe"
"LSM1",0.0620572381754742,0.508387170975635,0.295,0.301,1,"LSM1","Up in Severe"
"BCL3",0.0660285175901846,0.54739306343222,0.298,0.237,1,"BCL3","Up in Severe"
"LILRA5",0.0672313598921776,0.921758692157263,0.305,0.231,1,"LILRA5","Up in Severe"
"TNFAIP3",0.0687973255616636,0.611321216335041,0.511,0.534,1,"TNFAIP3","Up in Severe"
"TGFB1",0.0693501358304905,1.07072178003015,0.747,0.793,1,"TGFB1","Up in Severe"
"GNAS",0.0715907181450621,0.763349902122077,0.888,0.92,1,"GNAS","Up in Severe"
"PTPRE",0.0735751088862979,0.759985255585237,0.442,0.406,1,"PTPRE","Up in Severe"
"CPVL",0.0750865963372769,-0.635502047604984,0.263,0.286,1,"CPVL","Up in Healthy"
"ISG15",0.0757677512869856,1.3043105431783,0.37,0.405,1,"ISG15","Up in Severe"
"ZFP36",0.0769056228132383,0.811659709849049,0.657,0.683,1,"ZFP36","Up in Severe"
"XAF1",0.0771658996752545,0.884431944467967,0.276,0.293,1,"XAF1","Up in Severe"
"SDCBP",0.079964123196017,0.592980511582873,0.534,0.515,1,"SDCBP","Up in Severe"
"SMC1A",0.0817479151797621,-0.566822452086614,0.199,0.271,1,"SMC1A","Up in Healthy"
"SLA",0.0841434877557193,0.745597883518368,0.415,0.343,1,"SLA","Up in Severe"
"PTPN12",0.0851282703658591,1.15843101902329,0.347,0.29,1,"PTPN12","Up in Severe"
"MARCH1",0.0892242547644116,0.648175668107932,0.357,0.285,1,"MARCH1","Up in Severe"
"NUTF2",0.0899845527516349,0.626562214907539,0.276,0.307,1,"NUTF2","Up in Severe"
"UBE2H",0.0918133802415884,0.9567046934288,0.291,0.273,1,"UBE2H","Up in Severe"
"ZFAND5",0.0966558886197633,0.721985883291303,0.432,0.378,1,"ZFAND5","Up in Severe"
"WARS",0.0991365443016368,-0.635348370201918,0.269,0.299,1,"WARS","Up in Healthy"
"WDR1",0.10108119160313,0.905676065897695,0.496,0.477,1,"WDR1","Up in Severe"
"TPST2",0.101315685863355,1.10567233170066,0.339,0.32,1,"TPST2","Up in Severe"
"ALDOA",0.101872080597636,0.782275327858041,0.258,0.221,1,"ALDOA","Up in Severe"
"PTPN18",0.107267403563618,0.804191134860515,0.401,0.393,1,"PTPN18","Up in Severe"
"UBE2Q1",0.107468105503032,0.622600633491278,0.334,0.32,1,"UBE2Q1","Up in Severe"
"G6PD",0.111791167452967,0.566002342914631,0.295,0.264,1,"G6PD","Up in Severe"
"C5AR1",0.11211246894475,0.818116096859908,0.275,0.209,1,"C5AR1","Up in Severe"
"RAB9A",0.11290470293961,-0.528178771521708,0.201,0.276,1,"RAB9A","Up in Healthy"
"ITGB1BP1",0.115570134120352,-0.544342175928026,0.21,0.287,1,"ITGB1BP1","Up in Healthy"
"PDCD10",0.115914973219104,1.34498610951779,0.317,0.305,1,"PDCD10","Up in Severe"
"NUP214",0.119535338989788,0.553248952679123,0.36,0.327,1,"NUP214","Up in Severe"
"CD69",0.122206982024473,0.757719400018928,0.358,0.448,1,"CD69","Up in Severe"
"PRPF31",0.126697490937825,-0.529838129138742,0.197,0.261,1,"PRPF31","Up in Healthy"
"VAPA",0.127344532951572,0.653252426674469,0.633,0.639,1,"VAPA","Up in Severe"
"CCNT1",0.12914730155685,-0.578689873576467,0.179,0.257,1,"CCNT1","Up in Healthy"
"TOP1",0.13186194313376,0.717173468100805,0.403,0.381,1,"TOP1","Up in Severe"
"C9orf16",0.133177715210222,0.90911642971415,0.638,0.667,1,"C9orf16","Up in Severe"
"IGSF6",0.134580478983156,0.64031668653186,0.275,0.24,1,"IGSF6","Up in Severe"
"NENF",0.134850678375867,0.847991040907716,0.278,0.269,1,"NENF","Up in Severe"
"CARD16",0.137962431119187,0.510562175799912,0.482,0.489,1,"CARD16","Up in Severe"
"PCMT1",0.138191273111191,1.09611831139189,0.368,0.32,1,"PCMT1","Up in Severe"
"DCTN2",0.142210217922925,0.750127424782751,0.299,0.292,1,"DCTN2","Up in Severe"
"RUNX1",0.143831115193642,0.585711739288285,0.269,0.22,1,"RUNX1","Up in Severe"
"CMPK1",0.148976117582929,0.644551035964514,0.443,0.473,1,"CMPK1","Up in Severe"
"IVNS1ABP",0.151114911309482,0.895262178448573,0.265,0.216,1,"IVNS1ABP","Up in Severe"
"TIMP2",0.157275621583927,0.576686542251861,0.306,0.258,1,"TIMP2","Up in Severe"
"NAIP",0.158064368059357,0.62028182368464,0.252,0.207,1,"NAIP","Up in Severe"
"PLEKHO1",0.159837775243483,0.693442020743348,0.429,0.439,1,"PLEKHO1","Up in Severe"
"UBAC2",0.163634590966423,0.670307204409487,0.23,0.252,1,"UBAC2","Up in Severe"
"FOXO3",0.167528768083917,1.01613500774158,0.278,0.202,1,"FOXO3","Up in Severe"
"KLF9",0.169160254336184,0.842755964553933,0.284,0.21,1,"KLF9","Up in Severe"
"MTRNR2L8",0.174966209767687,0.681359893141778,0.343,0.338,1,"MTRNR2L8","Up in Severe"
"ARF3",0.178766547811215,0.752651714251948,0.271,0.258,1,"ARF3","Up in Severe"
"ARL4A",0.178927084752462,0.534377554652702,0.328,0.285,1,"ARL4A","Up in Severe"
"PQLC1",0.180904189631603,0.616813380627086,0.296,0.263,1,"PQLC1","Up in Severe"
"PTTG1IP",0.181826226393774,1.06539477716473,0.277,0.24,1,"PTTG1IP","Up in Severe"
"AKIRIN2",0.183476098833752,1.15357996376208,0.416,0.369,1,"AKIRIN2","Up in Severe"
"TMEM50A",0.183777324796423,0.775235579667825,0.61,0.625,1,"TMEM50A","Up in Severe"
"IL17RA",0.186401201554392,0.64396345351846,0.311,0.257,1,"IL17RA","Up in Severe"
"CERS2",0.197051741697796,0.719198695867906,0.254,0.247,1,"CERS2","Up in Severe"
"ITM2B",0.207102204146943,0.68232115830136,0.889,0.926,1,"ITM2B","Up in Severe"
"G3BP1",0.211421409383362,-0.53082919555906,0.187,0.265,1,"G3BP1","Up in Healthy"
"JMJD6",0.216917957319216,0.571814157674142,0.268,0.217,1,"JMJD6","Up in Severe"
"RAB4A",0.224736285084483,1.44711280360919,0.298,0.298,1,"RAB4A","Up in Severe"
"BTG2",0.229099104000502,0.641826847112259,0.486,0.465,1,"BTG2","Up in Severe"
"DUSP1",0.22942528518072,0.653254072039626,0.641,0.691,1,"DUSP1","Up in Severe"
"CD63",0.236699356613647,0.521493424333275,0.651,0.694,1,"CD63","Up in Severe"
"RIPOR2",0.239916998588181,1.27518238413427,0.603,0.618,1,"RIPOR2","Up in Severe"
"IQGAP2",0.245166964383285,0.51417219281182,0.429,0.44,1,"IQGAP2","Up in Severe"
"NORAD",0.263604048947808,0.751053265576871,0.372,0.363,1,"NORAD","Up in Severe"
"STK24",0.28173145825959,0.55889585272391,0.348,0.34,1,"STK24","Up in Severe"
"TBXAS1",0.292709382543807,0.629227480431707,0.295,0.257,1,"TBXAS1","Up in Severe"
"JARID2",0.300429992651306,0.544932506924236,0.341,0.304,1,"JARID2","Up in Severe"
"NUCB1",0.3149475348286,0.580176952754076,0.407,0.415,1,"NUCB1","Up in Severe"
"PHC2",0.321535777559177,0.86382238115442,0.302,0.251,1,"PHC2","Up in Severe"
"GTF2A2",0.322693733122871,0.588710353051337,0.439,0.476,1,"GTF2A2","Up in Severe"
"TARDBP",0.328512156031998,-0.535697715549051,0.195,0.27,1,"TARDBP","Up in Healthy"
"SLC43A2",0.335150111317564,0.547844269638403,0.257,0.233,1,"SLC43A2","Up in Severe"
"SUPT4H1",0.335452204032936,0.527216073284789,0.457,0.461,1,"SUPT4H1","Up in Severe"
"EMC3",0.350416868045899,0.898991233330797,0.431,0.427,1,"EMC3","Up in Severe"
"CMIP",0.357421052928674,0.861225220374673,0.352,0.337,1,"CMIP","Up in Severe"
"RAB1B",0.357843852419321,0.755166039815783,0.294,0.273,1,"RAB1B","Up in Severe"
"CDC42EP3",0.359183906723371,0.571237820453494,0.339,0.307,1,"CDC42EP3","Up in Severe"
"CAPN1",0.371437485932277,1.01578079609028,0.347,0.344,1,"CAPN1","Up in Severe"
"LST1",0.373505477409549,-0.513858402996332,0.436,0.398,1,"LST1","Up in Healthy"
"LAMTOR2",0.37535290890885,0.682084877680203,0.381,0.345,1,"LAMTOR2","Up in Severe"
"RASGRP2",0.37859007586685,1.33558163852815,0.471,0.454,1,"RASGRP2","Up in Severe"
"NPTN",0.379243625048096,0.685262529836695,0.254,0.249,1,"NPTN","Up in Severe"
"CDKN2D",0.382321234718504,0.503769992275482,0.599,0.679,1,"CDKN2D","Up in Severe"
"JAK3",0.395455691018999,0.57298469366142,0.259,0.234,1,"JAK3","Up in Severe"
"ITGAM",0.39621812401192,0.568188140188031,0.326,0.288,1,"ITGAM","Up in Severe"
"APLP2",0.403110215064398,0.535190741745975,0.485,0.476,1,"APLP2","Up in Severe"
"SFT2D1",0.419015856809922,0.554148716722577,0.309,0.278,1,"SFT2D1","Up in Severe"
"RHEB",0.428737767668107,0.817075002229004,0.348,0.327,1,"RHEB","Up in Severe"
"DAD1",0.437078494148022,0.621311616879813,0.526,0.562,1,"DAD1","Up in Severe"
"TRAPPC1",0.439256271591374,0.662284381367968,0.592,0.599,1,"TRAPPC1","Up in Severe"
"ATP6V1B2",0.451749918259638,0.615424036147644,0.266,0.232,1,"ATP6V1B2","Up in Severe"
"NFKBIZ",0.468998490437181,0.887238291889814,0.378,0.352,1,"NFKBIZ","Up in Severe"
"HACD4",0.477195015818461,0.766517999494769,0.334,0.314,1,"HACD4","Up in Severe"
"FLOT1",0.493224034510147,0.677348110870377,0.295,0.255,1,"FLOT1","Up in Severe"
"SVIP",0.495895939574265,1.4493561061425,0.265,0.251,1,"SVIP","Up in Severe"
"TXNL1",0.500774725962049,0.710847969320694,0.352,0.332,1,"TXNL1","Up in Severe"
"HTATIP2",0.501596108206542,1.04223498036354,0.272,0.244,1,"HTATIP2","Up in Severe"
"NCK2",0.554047707695643,1.52849039101036,0.326,0.266,1,"NCK2","Up in Severe"
"FOS",0.556189073292614,0.606509841509069,0.5,0.455,1,"FOS","Up in Severe"
"ISCA1",0.577811308410119,0.858077712470305,0.328,0.36,1,"ISCA1","Up in Severe"
"CCPG1",0.597735044550119,0.873051649431202,0.286,0.265,1,"CCPG1","Up in Severe"
"UPP1",0.598345016200454,0.544202911729271,0.428,0.401,1,"UPP1","Up in Severe"
"RGS2",0.600238610137121,0.757728694166672,0.383,0.351,1,"RGS2","Up in Severe"
"ZBTB43",0.60179994377279,0.574632670145105,0.336,0.299,1,"ZBTB43","Up in Severe"
"MAX",0.621687827462229,1.28823868582798,0.4,0.366,1,"MAX","Up in Severe"
"LAT",0.656150768903246,1.18693244348707,0.261,0.293,1,"LAT","Up in Severe"
"PPM1A",0.661728710368075,0.611611884509294,0.249,0.255,1,"PPM1A","Up in Severe"
"PMAIP1",0.669721627089673,0.588483573976957,0.268,0.257,1,"PMAIP1","Up in Severe"
"POLR2G",0.671777237832755,0.586498361078626,0.369,0.372,1,"POLR2G","Up in Severe"
"DYNLRB1",0.673392021560059,0.528150801908961,0.496,0.512,1,"DYNLRB1","Up in Severe"
"LRRC25",0.687244678281722,-0.686894564869198,0.232,0.26,1,"LRRC25","Up in Healthy"
"ATP6V1E1",0.689630305473742,0.589321222333891,0.288,0.283,1,"ATP6V1E1","Up in Severe"
"VDAC3",0.721961603784446,0.999620118490376,0.297,0.299,1,"VDAC3","Up in Severe"
"BNIP3L",0.730304364747108,0.572587862181611,0.423,0.432,1,"BNIP3L","Up in Severe"
"DNAJC4",0.731309892680339,0.53727933501917,0.29,0.271,1,"DNAJC4","Up in Severe"
"NDUFS4",0.744086733523477,0.731316291168723,0.254,0.26,1,"NDUFS4","Up in Severe"
"NRDC",0.784224257315928,0.551036074516452,0.306,0.302,1,"NRDC","Up in Severe"
"GTF3C6",0.826289733701048,0.642317789533734,0.382,0.385,1,"GTF3C6","Up in Severe"
"KIF2A",0.828060395184624,1.30790002446965,0.294,0.3,1,"KIF2A","Up in Severe"
"RBBP6",0.833312601737933,0.731817233825452,0.478,0.484,1,"RBBP6","Up in Severe"
"RIOK3",0.845218803991182,0.921489509828409,0.481,0.47,1,"RIOK3","Up in Severe"
"KCTD20",0.847308149729755,0.548820620501177,0.251,0.26,1,"KCTD20","Up in Severe"
"C7orf50",0.893418646425292,0.517597403798946,0.328,0.32,1,"C7orf50","Up in Severe"
