"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
"MGAT4A",9.88298736617776e-06,-0.721581404784433,0.319,0.432,0.23038231849297,"MGAT4A","Up in Mild"
"GPX4",1.07727311332532e-05,1.22530418430391,0.74,0.683,0.251123135447266,"GPX4","Up in Severe"
"DDIT4",1.1042165839853e-05,-0.522604237467671,0.401,0.483,0.257403927892814,"DDIT4","Up in Mild"
"CLDND1",1.16313939178127e-05,-0.591257640351739,0.204,0.298,0.271139423618133,"CLDND1","Up in Mild"
"PRKX",1.20672793133425e-05,-0.749662485606077,0.192,0.299,0.281300348073326,"PRKX","Up in Mild"
"RGS18",1.24991601774268e-05,1.41496022615718,0.289,0.177,0.291367922895997,"RGS18","Up in Severe"
"RICTOR",1.27042046216045e-05,-0.577346811574575,0.375,0.508,0.296147713934223,"RICTOR","Up in Mild"
"ABT1",1.37123129249554e-05,-0.824998380539982,0.222,0.346,0.319647726593635,"ABT1","Up in Mild"
"ETS1",1.40945236612146e-05,-0.512679634300604,0.271,0.398,0.328557441066573,"ETS1","Up in Mild"
"JMJD6",1.58116903332714e-05,-0.509223682578367,0.268,0.336,0.368586313358889,"JMJD6","Up in Mild"
"CSNK1D",1.62086905267017e-05,-0.519681073579285,0.412,0.526,0.377840784867943,"CSNK1D","Up in Mild"
"ARHGEF1",1.66325512968101e-05,-0.553394341931138,0.462,0.593,0.38772140327994,"ARHGEF1","Up in Mild"
"TMC6",1.72880511609857e-05,-0.573042844778741,0.298,0.415,0.403001760613738,"TMC6","Up in Mild"
"CD2",1.73101760762123e-05,-0.538061741725465,0.187,0.307,0.403517514512586,"CD2","Up in Mild"
"NOP58",1.99622990171307e-05,-0.557796954323864,0.255,0.351,0.465341152388333,"NOP58","Up in Mild"
"LAMTOR1",2.01361454161391e-05,0.803096345240812,0.665,0.611,0.469393685795618,"LAMTOR1","Up in Severe"
"SKIL",2.01628014797394e-05,-0.609847764583799,0.279,0.38,0.470015065294206,"SKIL","Up in Mild"
"AAK1",2.1353362596762e-05,-0.523509843419418,0.391,0.521,0.497768235493118,"AAK1","Up in Mild"
"HLA-DRA",2.48518555056682e-05,-0.675466848315276,0.571,0.675,0.579321603692631,"HLA-DRA","Up in Mild"
"ARID4B",2.48563623449217e-05,-0.533531237075038,0.525,0.676,0.579426662622471,"ARID4B","Up in Mild"
"CD68",2.64274362918615e-05,0.844943685528364,0.442,0.332,0.616049967399583,"CD68","Up in Severe"
"AC058791.1",2.74355678106139e-05,-0.66747051140351,0.248,0.359,0.639550521233221,"AC058791.1","Up in Mild"
"DGCR6L",2.77956350061093e-05,-0.606851306283381,0.193,0.274,0.647944047627414,"DGCR6L","Up in Mild"
"IL7R",2.92255842636293e-05,-0.865990745777211,0.178,0.308,0.681277594769462,"IL7R","Up in Mild"
"NCOA4",3.1015228504316e-05,0.785822505595661,0.452,0.389,0.72299599166411,"NCOA4","Up in Severe"
"SERPINB9",3.12382749917427e-05,-0.595486310346686,0.224,0.315,0.728195428332514,"SERPINB9","Up in Mild"
"CHD6",3.20771677293112e-05,-0.518153182044392,0.185,0.256,0.747750856937973,"CHD6","Up in Mild"
"MT1X",3.31609461783038e-05,1.32609989171409,0.304,0.224,0.77301481636244,"MT1X","Up in Severe"
"AKAP17A",3.43491614647022e-05,-0.61082283967303,0.226,0.311,0.800713302903672,"AKAP17A","Up in Mild"
"DERL2",3.4588160843732e-05,-0.518865991840666,0.251,0.342,0.806284617428237,"DERL2","Up in Mild"
"RHOH",3.54468521713303e-05,-0.71358334994342,0.276,0.425,0.82630157096588,"RHOH","Up in Mild"
"ZAP70",3.57524582963933e-05,-0.798597896398654,0.151,0.273,0.833425555347224,"ZAP70","Up in Mild"
"MRPL22",3.69242586605924e-05,-0.600715426214875,0.214,0.292,0.86074139363707,"MRPL22","Up in Mild"
"TWISTNB",3.76987227560768e-05,-0.743685436457707,0.2,0.307,0.878794926166906,"TWISTNB","Up in Mild"
"BLVRB",4.03968062110037e-05,0.868417939938039,0.373,0.304,0.941689949584708,"BLVRB","Up in Severe"
"SS18L2",4.47935805780333e-05,-0.593342846371946,0.253,0.352,1,"SS18L2","Up in Mild"
"DAP",4.59304948197844e-05,1.89036678449164,0.324,0.224,1,"DAP","Up in Severe"
"EIF1AX",4.93980842890663e-05,-0.636053166289711,0.398,0.54,1,"EIF1AX","Up in Mild"
"CDK13",5.17304280581569e-05,-0.534873319663164,0.332,0.438,1,"CDK13","Up in Mild"
"CCND3",5.20836611651883e-05,0.956199957616205,0.646,0.573,1,"CCND3","Up in Severe"
"MAGOH",5.47494735332762e-05,-0.505953548442836,0.387,0.519,1,"MAGOH","Up in Mild"
"FCGR2A",6.05272649945538e-05,1.36088880209527,0.345,0.239,1,"FCGR2A","Up in Severe"
"ATG2A",6.39705494856768e-05,-0.652122018832739,0.223,0.301,1,"ATG2A","Up in Mild"
"BCAS2",6.65804286021389e-05,-0.664537952550251,0.267,0.378,1,"BCAS2","Up in Mild"
"IL27RA",7.96426419699653e-05,-0.524681873960007,0.207,0.265,1,"IL27RA","Up in Mild"
"SLC25A37",8.10241329975029e-05,1.42774522130024,0.424,0.295,1,"SLC25A37","Up in Severe"
"CSNK1G2",9.18742585248649e-05,-0.523440456637473,0.282,0.388,1,"CSNK1G2","Up in Mild"
"CDKN1B",9.26204224506785e-05,-0.670590956977664,0.215,0.307,1,"CDKN1B","Up in Mild"
"FKBP5",9.40791836070697e-05,1.29456617487259,0.367,0.232,1,"FKBP5","Up in Severe"
"DBF4",9.93569763695176e-05,-0.675626320386545,0.17,0.251,1,"DBF4","Up in Mild"
"C20orf27",0.000102400293488151,0.536428312944442,0.283,0.235,1,"C20orf27","Up in Severe"
"BRD1",0.000107137841267028,-0.87478658475864,0.164,0.267,1,"BRD1","Up in Mild"
"GSPT1",0.000115708995458211,-0.555513450195989,0.262,0.353,1,"GSPT1","Up in Mild"
"CD151",0.00011631767430662,1.5682722190125,0.302,0.22,1,"CD151","Up in Severe"
"TECR",0.000122416165160387,-0.682171212132348,0.267,0.366,1,"TECR","Up in Mild"
"SNX3",0.000136538651967165,0.688868306626301,0.666,0.626,1,"SNX3","Up in Severe"
"STK10",0.000136996507649845,-0.538303120761195,0.351,0.472,1,"STK10","Up in Mild"
"VPS37B",0.000137725029827961,-0.880647590698304,0.248,0.377,1,"VPS37B","Up in Mild"
"TBCC",0.000141796973738636,-0.720043820824084,0.175,0.253,1,"TBCC","Up in Mild"
"DYNLL1",0.000142845591318797,1.07561563631793,0.458,0.386,1,"DYNLL1","Up in Severe"
"CNOT8",0.000155250359366379,-0.505514379752314,0.198,0.268,1,"CNOT8","Up in Mild"
"SERTAD1",0.000156001340627625,-0.809560552613712,0.194,0.275,1,"SERTAD1","Up in Mild"
"PGD",0.00015616571469019,1.43076378452993,0.376,0.253,1,"PGD","Up in Severe"
"HK1",0.000159203279735439,0.930505464300486,0.292,0.226,1,"HK1","Up in Severe"
"OTULIN",0.000174357469047876,-0.803653005089127,0.184,0.272,1,"OTULIN","Up in Mild"
"TLE4",0.000177961439400181,-0.61932694680939,0.345,0.469,1,"TLE4","Up in Mild"
"RAB10",0.000179261784166278,0.8145638659716,0.288,0.233,1,"RAB10","Up in Severe"
"PARVB",0.000190625359619998,1.96550866500631,0.257,0.184,1,"PARVB","Up in Severe"
"PLBD1",0.000192835333174172,1.87675173769264,0.341,0.228,1,"PLBD1","Up in Severe"
"S100A12",0.000195154849644927,1.80295158032133,0.385,0.269,1,"S100A12","Up in Severe"
"AP2S1",0.000200366692071378,0.654921037390918,0.563,0.507,1,"AP2S1","Up in Severe"
"RNF126",0.000211412280313007,-0.827064148154077,0.297,0.445,1,"RNF126","Up in Mild"
"H3F3A",0.00023414428800491,0.569825884609118,0.968,0.976,1,"H3F3A","Up in Severe"
"GRASP",0.000234621154821241,-0.584571345809393,0.211,0.29,1,"GRASP","Up in Mild"
"GSN",0.000237762911707063,1.41246776971064,0.263,0.19,1,"GSN","Up in Severe"
"AC020916.1",0.00025776445965763,-0.953853688169155,0.243,0.329,1,"AC020916.1","Up in Mild"
"MRPL10",0.000294248055214793,-0.669277887709557,0.215,0.301,1,"MRPL10","Up in Mild"
"CCSER2",0.000295175320918351,-0.641582198511968,0.184,0.274,1,"CCSER2","Up in Mild"
"IRS2",0.000296251060555865,1.30028458350731,0.327,0.199,1,"IRS2","Up in Severe"
"DDHD1",0.000297866075884953,-0.633118171151926,0.227,0.332,1,"DDHD1","Up in Mild"
"S100A9",0.000317043269835769,1.25943866043426,0.649,0.541,1,"S100A9","Up in Severe"
"OST4",0.000323940818746803,0.972219238273238,0.85,0.853,1,"OST4","Up in Severe"
"FBXW7",0.000344874991180964,-0.560113054134894,0.24,0.326,1,"FBXW7","Up in Mild"
"SBDS",0.000347547118290754,-0.540733727924383,0.406,0.554,1,"SBDS","Up in Mild"
"MARCKSL1",0.000354548239293978,-0.834131658306413,0.219,0.327,1,"MARCKSL1","Up in Mild"
"GAPDH",0.00035724545367122,0.598656220494715,0.894,0.921,1,"GAPDH","Up in Severe"
"UQCRH",0.0003573006328994,0.633509076137563,0.793,0.781,1,"UQCRH","Up in Severe"
"ETS2",0.000387583032635529,1.16997114703409,0.268,0.171,1,"ETS2","Up in Severe"
"PPP3CC",0.000398984298004325,-0.577706206060355,0.179,0.256,1,"PPP3CC","Up in Mild"
"APMAP",0.00040894684979662,-0.566648160729735,0.242,0.308,1,"APMAP","Up in Mild"
"NR1D2",0.000431919352826887,-0.536829725886916,0.213,0.292,1,"NR1D2","Up in Mild"
"ZBTB1",0.000455642463478764,-0.507409921659929,0.241,0.326,1,"ZBTB1","Up in Mild"
"PMAIP1",0.000480565454183548,-0.581147243354572,0.268,0.384,1,"PMAIP1","Up in Mild"
"CEMIP2",0.000500819883701821,-0.793921550680382,0.244,0.375,1,"CEMIP2","Up in Mild"
"DHX36",0.000508068787816994,-0.50537815846658,0.402,0.519,1,"DHX36","Up in Mild"
"PSME4",0.000528050914584982,-0.647358174737147,0.218,0.317,1,"PSME4","Up in Mild"
"SNRK",0.00059913064815801,-0.637834493391904,0.253,0.362,1,"SNRK","Up in Mild"
"ZYX",0.000604752088526926,0.860368661321643,0.435,0.388,1,"ZYX","Up in Severe"
"PBXIP1",0.000625044655834512,-0.786456509493582,0.194,0.292,1,"PBXIP1","Up in Mild"
"FDX1",0.000673936386539111,-0.567786726645682,0.262,0.349,1,"FDX1","Up in Mild"
"FAM162A",0.000678410828098565,-0.550139426501567,0.18,0.253,1,"FAM162A","Up in Mild"
"PGRMC1",0.000700098247676042,1.07149693662296,0.274,0.222,1,"PGRMC1","Up in Severe"
"MYL6",0.00075977293627278,0.650059369758434,0.907,0.929,1,"MYL6","Up in Severe"
"NSMCE3",0.000793095442674967,-0.730884901241553,0.23,0.343,1,"NSMCE3","Up in Mild"
"RANBP2",0.000795480186841251,-0.563731415096157,0.201,0.279,1,"RANBP2","Up in Mild"
"FAM118A",0.000822482896434596,-0.824659900550056,0.175,0.288,1,"FAM118A","Up in Mild"
"BASP1",0.000864038450234869,0.984442612354016,0.324,0.208,1,"BASP1","Up in Severe"
"MEGF9",0.000897897228488532,1.14227854149014,0.254,0.163,1,"MEGF9","Up in Severe"
"MAP2K7",0.000993825285855892,-0.533737496822669,0.23,0.307,1,"MAP2K7","Up in Mild"
"RPS4Y1",0.00100864253959308,0.564965249217987,0.428,0.307,1,"RPS4Y1","Up in Severe"
"BCL2A1",0.00113170098144174,1.09703273872212,0.353,0.268,1,"BCL2A1","Up in Severe"
"DCTN6",0.00115428350819037,-0.68609897060518,0.196,0.283,1,"DCTN6","Up in Mild"
"NAPRT",0.00117687172701461,0.628838679930285,0.252,0.192,1,"NAPRT","Up in Severe"
"ODF2L",0.00122044880510634,-0.607627013469976,0.175,0.252,1,"ODF2L","Up in Mild"
"MED6",0.00122532317121418,-0.700332753933819,0.223,0.325,1,"MED6","Up in Mild"
"ADAM8",0.00126301514449995,-0.555924583316179,0.207,0.282,1,"ADAM8","Up in Mild"
"CMC1",0.00131346706356951,-0.75070317506804,0.191,0.272,1,"CMC1","Up in Mild"
"RAB29",0.00131564715433164,-0.637500237192413,0.196,0.269,1,"RAB29","Up in Mild"
"PSMD12",0.00132608396011294,-0.502769170286668,0.238,0.331,1,"PSMD12","Up in Mild"
"ARAP2",0.00132724975637035,-0.741492833764629,0.188,0.285,1,"ARAP2","Up in Mild"
"CCL5",0.00143690282500637,-0.540169883977826,0.478,0.538,1,"CCL5","Up in Mild"
"CHST12",0.00146277598684681,-0.612909470103514,0.172,0.275,1,"CHST12","Up in Mild"
"CDA",0.00154073992078066,1.26257885458364,0.277,0.17,1,"CDA","Up in Severe"
"POLR2K",0.00158822083920157,-0.572932195583094,0.293,0.387,1,"POLR2K","Up in Mild"
"NCF4",0.00159724565248172,0.921916726194868,0.278,0.187,1,"NCF4","Up in Severe"
"H2AFJ",0.00165425437667774,0.846570668082668,0.449,0.397,1,"H2AFJ","Up in Severe"
"STMP1",0.00169726242137036,0.694590524010814,0.492,0.453,1,"STMP1","Up in Severe"
"RAB4A",0.00180349669186445,1.25678701394184,0.298,0.283,1,"RAB4A","Up in Severe"
"CASP8",0.00184802310668414,-0.615557093005346,0.283,0.402,1,"CASP8","Up in Mild"
"NCF1",0.00188412215909709,0.943239804016147,0.54,0.414,1,"NCF1","Up in Severe"
"MIR4435-2HG",0.00188644083689657,0.787941059663865,0.273,0.219,1,"MIR4435-2HG","Up in Severe"
"PLIN2",0.00192296666106924,0.604615567875069,0.34,0.288,1,"PLIN2","Up in Severe"
"NAP1L1",0.00207499210490685,0.981758256290366,0.761,0.756,1,"NAP1L1","Up in Severe"
"CTSD",0.00207765577652805,0.935578574633396,0.62,0.614,1,"CTSD","Up in Severe"
"SDF2L1",0.00227361665584101,-0.514494320391987,0.24,0.322,1,"SDF2L1","Up in Mild"
"CREG1",0.00233897260948628,1.10714492360024,0.299,0.211,1,"CREG1","Up in Severe"
"PHACTR1",0.00234630462297336,0.507809319810169,0.258,0.208,1,"PHACTR1","Up in Severe"
"MUC20-OT1",0.00236937368983153,-0.529592842960736,0.234,0.315,1,"MUC20-OT1","Up in Mild"
"ILK",0.00239729052954614,1.43624298062051,0.306,0.235,1,"ILK","Up in Severe"
"SPINT2",0.00241100480151755,1.24553695866407,0.292,0.241,1,"SPINT2","Up in Severe"
"MNDA",0.00241732273455044,1.13267728259208,0.391,0.305,1,"MNDA","Up in Severe"
"INSIG1",0.00241976314510021,-0.772718054674852,0.178,0.291,1,"INSIG1","Up in Mild"
"ETFA",0.00259167099458002,1.36407640246822,0.329,0.268,1,"ETFA","Up in Severe"
"DOCK10",0.00262275755782198,-0.674551627739929,0.171,0.261,1,"DOCK10","Up in Mild"
"INTS6",0.00275111778404209,-0.797525510216821,0.24,0.348,1,"INTS6","Up in Mild"
"SSR4",0.00276866524024071,0.565859376602655,0.757,0.79,1,"SSR4","Up in Severe"
"TSR2",0.0028798310308584,-0.506754367133443,0.205,0.279,1,"TSR2","Up in Mild"
"STXBP2",0.00288035403036784,0.832459534653865,0.517,0.437,1,"STXBP2","Up in Severe"
"CALM3",0.0032395786291474,0.801837024128111,0.649,0.652,1,"CALM3","Up in Severe"
"CD82",0.00340648195347042,0.730170023703991,0.289,0.218,1,"CD82","Up in Severe"
"SERPINB1",0.00344050897220329,0.856833429626081,0.606,0.579,1,"SERPINB1","Up in Severe"
"ODC1",0.00345698350483342,0.590959112145798,0.41,0.355,1,"ODC1","Up in Severe"
"NGDN",0.0034643181273215,-0.55093055058505,0.2,0.279,1,"NGDN","Up in Mild"
"LYSMD2",0.00382002865432901,-0.684878485391113,0.181,0.259,1,"LYSMD2","Up in Mild"
"RIPOR2",0.00456965305487868,0.74950825741195,0.603,0.571,1,"RIPOR2","Up in Severe"
"CMPK1",0.00474855885576639,0.506883653175437,0.443,0.467,1,"CMPK1","Up in Severe"
"POU2F2",0.00475035565730671,-0.509078876793609,0.382,0.402,1,"POU2F2","Up in Mild"
"MTF2",0.00484088033394674,-0.514722521398527,0.237,0.323,1,"MTF2","Up in Mild"
"YWHAE",0.00484516348138747,0.68608894547789,0.466,0.439,1,"YWHAE","Up in Severe"
"WBP2",0.00561947118015615,1.05729640505875,0.365,0.307,1,"WBP2","Up in Severe"
"YBX3",0.0057987063830694,0.583703429473656,0.447,0.411,1,"YBX3","Up in Severe"
"DUSP6",0.00585094044477756,-0.719118597245302,0.259,0.309,1,"DUSP6","Up in Mild"
"ARIH1",0.00590031473463297,-0.593693469998972,0.239,0.325,1,"ARIH1","Up in Mild"
"IRAK3",0.00626127494886595,1.07434226773328,0.299,0.218,1,"IRAK3","Up in Severe"
"LYL1",0.00703023784225533,1.08478230482724,0.288,0.21,1,"LYL1","Up in Severe"
"RTN3",0.00737428671468445,0.891191291918571,0.395,0.319,1,"RTN3","Up in Severe"
"DDX39B",0.00827709207202044,-0.647666500391634,0.185,0.262,1,"DDX39B","Up in Mild"
"BRAF",0.00836917096512001,-0.655224771865412,0.253,0.364,1,"BRAF","Up in Mild"
"POLR2E",0.00906977322593121,0.641631580931733,0.38,0.355,1,"POLR2E","Up in Severe"
"ITGAX",0.00947006963387884,-0.523156155854399,0.235,0.292,1,"ITGAX","Up in Mild"
"RNF11",0.00959068088962738,0.800234778296421,0.272,0.243,1,"RNF11","Up in Severe"
"PIM1",0.00960699994300896,0.960736816468788,0.378,0.292,1,"PIM1","Up in Severe"
"ASAH1",0.00987645597601005,0.551376352426211,0.566,0.508,1,"ASAH1","Up in Severe"
"HSH2D",0.0107563540127136,-0.653971348771185,0.19,0.269,1,"HSH2D","Up in Mild"
"MARCH1",0.0110985612692871,0.583094530723988,0.357,0.281,1,"MARCH1","Up in Severe"
"GPR183",0.011105059811269,-0.577883823226615,0.238,0.302,1,"GPR183","Up in Mild"
"NDUFB3",0.0112271356837669,0.536368726218491,0.37,0.328,1,"NDUFB3","Up in Severe"
"C4orf48",0.0114881831138934,0.558995090152798,0.426,0.375,1,"C4orf48","Up in Severe"
"PLEKHA2",0.0117241485730669,-0.561787716087046,0.255,0.356,1,"PLEKHA2","Up in Mild"
"SH3BGRL3",0.0122331598950311,0.586260412350867,0.935,0.955,1,"SH3BGRL3","Up in Severe"
"NAIP",0.0133169936205327,0.771255911854397,0.252,0.19,1,"NAIP","Up in Severe"
"RSU1",0.0137792485448883,1.08022571841627,0.337,0.266,1,"RSU1","Up in Severe"
"HLA-DMA",0.0144783928323701,-0.616928145137978,0.369,0.449,1,"HLA-DMA","Up in Mild"
"RGS10",0.0145415203808107,1.01329743339367,0.597,0.555,1,"RGS10","Up in Severe"
"RBM4",0.0147095089142443,-0.547647637689163,0.22,0.301,1,"RBM4","Up in Mild"
"AGTRAP",0.0153821735504875,0.612648219776644,0.405,0.356,1,"AGTRAP","Up in Severe"
"PPDPF",0.0161330388320817,0.722100749708094,0.775,0.776,1,"PPDPF","Up in Severe"
"ADIPOR1",0.0174000754686839,1.00503034386741,0.33,0.285,1,"ADIPOR1","Up in Severe"
"LILRA5",0.0183227865736982,0.906394559142506,0.305,0.229,1,"LILRA5","Up in Severe"
"DCTN2",0.0183641718697138,0.763722301051845,0.299,0.264,1,"DCTN2","Up in Severe"
"TPM4",0.0184184413892841,1.21555565730789,0.523,0.467,1,"TPM4","Up in Severe"
"DAPP1",0.0197829670265901,0.672745091910408,0.262,0.214,1,"DAPP1","Up in Severe"
"CYB5R3",0.0209088800461589,1.36342718233706,0.306,0.243,1,"CYB5R3","Up in Severe"
"CD63",0.0210178958376168,0.567540381346881,0.651,0.637,1,"CD63","Up in Severe"
"TOMM5",0.0218498244234833,0.517994757124537,0.267,0.285,1,"TOMM5","Up in Severe"
"NCF2",0.0227597824749932,0.610038595175588,0.35,0.292,1,"NCF2","Up in Severe"
"JPX",0.023370773071959,-0.504770756725981,0.213,0.286,1,"JPX","Up in Mild"
"RFLNB",0.024262659041039,1.10999537130287,0.295,0.216,1,"RFLNB","Up in Severe"
"CD300E",0.025397090088206,-0.789139592371018,0.206,0.265,1,"CD300E","Up in Mild"
"MFSD1",0.0256928995715585,1.00112051289776,0.288,0.209,1,"MFSD1","Up in Severe"
"SATB1",0.0257963304778558,-0.604434653137295,0.195,0.283,1,"SATB1","Up in Mild"
"VCL",0.0262055272256613,1.01879110881018,0.285,0.215,1,"VCL","Up in Severe"
"CCZ1",0.0262731625535742,-0.616176788412964,0.244,0.339,1,"CCZ1","Up in Mild"
"ITGB1BP1",0.0264262482993415,-0.518523484888995,0.21,0.286,1,"ITGB1BP1","Up in Mild"
"SQOR",0.0269851580851206,0.752813084960334,0.333,0.268,1,"SQOR","Up in Severe"
"ARHGAP15",0.0270740671878856,-0.672297779072507,0.248,0.341,1,"ARHGAP15","Up in Mild"
"SNAP23",0.0272795912854569,1.08950639224404,0.35,0.294,1,"SNAP23","Up in Severe"
"IQGAP2",0.0272814090852299,0.587971581288564,0.429,0.396,1,"IQGAP2","Up in Severe"
"CAP1",0.0276540559159889,0.566015313743602,0.68,0.664,1,"CAP1","Up in Severe"
"APOBEC3G",0.0278070770702931,-0.569394641668333,0.239,0.32,1,"APOBEC3G","Up in Mild"
"ATP13A3",0.0279467116221991,-0.508123507048017,0.207,0.254,1,"ATP13A3","Up in Mild"
"TNFSF13B",0.0334788203109884,0.537784804855232,0.332,0.284,1,"TNFSF13B","Up in Severe"
"LEPROT",0.0353039985005682,0.675434782977915,0.346,0.306,1,"LEPROT","Up in Severe"
"AGFG1",0.0364418029452777,0.680686952480503,0.329,0.265,1,"AGFG1","Up in Severe"
"RAB31",0.0380580594074624,0.730187893828548,0.343,0.28,1,"RAB31","Up in Severe"
"HTATIP2",0.0390308900233298,0.707178325067096,0.272,0.228,1,"HTATIP2","Up in Severe"
"MARCKS",0.0392555290986028,-0.57842232486311,0.334,0.37,1,"MARCKS","Up in Mild"
"MT2A",0.0414531757119818,0.775026730438225,0.461,0.431,1,"MT2A","Up in Severe"
"SELL",0.0439670694275187,0.744079019047461,0.502,0.438,1,"SELL","Up in Severe"
"HLA-DMB",0.0442785760640716,-0.675983833474016,0.306,0.38,1,"HLA-DMB","Up in Mild"
"NT5C3A",0.0443138362231497,0.83526969420406,0.38,0.337,1,"NT5C3A","Up in Severe"
"ARRDC2",0.0444607317687604,-0.502997571101594,0.225,0.319,1,"ARRDC2","Up in Mild"
"VCAN",0.0460269964040553,0.660677300848088,0.374,0.299,1,"VCAN","Up in Severe"
"LTA4H",0.0465591616376288,0.875640784156309,0.382,0.315,1,"LTA4H","Up in Severe"
"ATOX1",0.0475159985267454,0.537931740338878,0.36,0.324,1,"ATOX1","Up in Severe"
"EIF2AK1",0.0481230630075989,1.25441544151179,0.33,0.268,1,"EIF2AK1","Up in Severe"
"TAGLN2",0.0500147674535635,0.642922658732651,0.813,0.842,1,"TAGLN2","Up in Severe"
"LY96",0.0549438053029916,0.604130361891554,0.258,0.217,1,"LY96","Up in Severe"
"ACSL1",0.0554472748732121,0.775810702976817,0.289,0.2,1,"ACSL1","Up in Severe"
"PHC2",0.0560158844967646,0.912478713875121,0.302,0.239,1,"PHC2","Up in Severe"
"WDR1",0.0575895302306125,0.63877911421426,0.496,0.48,1,"WDR1","Up in Severe"
"CD36",0.0581633763322633,0.800039702462461,0.314,0.239,1,"CD36","Up in Severe"
"TBXAS1",0.0621153836248191,0.842854123186761,0.295,0.233,1,"TBXAS1","Up in Severe"
"SIK3",0.0621490813953405,-0.538156909174654,0.227,0.302,1,"SIK3","Up in Mild"
"DEDD2",0.0675112859138277,-0.581242038488843,0.188,0.266,1,"DEDD2","Up in Mild"
"RAB22A",0.0694636284552761,-0.503779238231653,0.188,0.26,1,"RAB22A","Up in Mild"
"CENPC",0.0700534695326892,-0.520405064441517,0.272,0.364,1,"CENPC","Up in Mild"
"LILRB3",0.070335486923245,0.64617142514529,0.278,0.225,1,"LILRB3","Up in Severe"
"SLC11A1",0.0762844980488149,0.568858577875149,0.352,0.292,1,"SLC11A1","Up in Severe"
"CAPG",0.0792271647142208,0.638859185070553,0.38,0.304,1,"CAPG","Up in Severe"
"IL17RA",0.0796446691849674,0.72146330362518,0.311,0.247,1,"IL17RA","Up in Severe"
"GYG1",0.0808465354862665,0.527183915531702,0.299,0.247,1,"GYG1","Up in Severe"
"TXN",0.0811772245372653,0.574207587510448,0.557,0.537,1,"TXN","Up in Severe"
"NORAD",0.08119396026342,0.561384588337056,0.372,0.347,1,"NORAD","Up in Severe"
"ATP6V0E1",0.0813200392263314,0.592674406356901,0.682,0.668,1,"ATP6V0E1","Up in Severe"
"GABARAPL2",0.0815493636529188,0.612594420806133,0.55,0.542,1,"GABARAPL2","Up in Severe"
"PTPN12",0.0844838029467913,0.776866175963825,0.347,0.292,1,"PTPN12","Up in Severe"
"TUBA1C",0.0877250934360441,0.790721968781905,0.305,0.265,1,"TUBA1C","Up in Severe"
"AP2M1",0.0908266437555782,0.56732909934092,0.52,0.519,1,"AP2M1","Up in Severe"
"FPR1",0.0956090701469619,0.957338399187989,0.343,0.263,1,"FPR1","Up in Severe"
"GNAQ",0.112675313138471,0.639467670669101,0.278,0.241,1,"GNAQ","Up in Severe"
"CAPZA2",0.118868735181246,0.587557733345888,0.507,0.491,1,"CAPZA2","Up in Severe"
"CTSB",0.12194894412924,0.52877470425744,0.415,0.383,1,"CTSB","Up in Severe"
"MXD1",0.125866911690663,0.92465781278556,0.321,0.242,1,"MXD1","Up in Severe"
"LAT",0.126533966103795,0.851387329266896,0.261,0.285,1,"LAT","Up in Severe"
"PTTG1IP",0.132976004265749,0.786312178402772,0.277,0.245,1,"PTTG1IP","Up in Severe"
"UBE2F",0.135555837808824,0.641949661465241,0.327,0.299,1,"UBE2F","Up in Severe"
"JAK3",0.135610191017338,0.576285008321168,0.259,0.222,1,"JAK3","Up in Severe"
"C19orf38",0.142752132124553,0.526564391372821,0.277,0.232,1,"C19orf38","Up in Severe"
"G6PD",0.144152065146476,0.711667509090738,0.295,0.239,1,"G6PD","Up in Severe"
"R3HDM4",0.148002819890949,0.688129595057456,0.361,0.328,1,"R3HDM4","Up in Severe"
"ATP2A3",0.155768045849338,0.998795126288243,0.295,0.238,1,"ATP2A3","Up in Severe"
"PLEK",0.15693727226139,0.56153069510324,0.534,0.501,1,"PLEK","Up in Severe"
"SVIP",0.162005484454964,0.866361109979601,0.265,0.269,1,"SVIP","Up in Severe"
"PTEN",0.162415958405449,0.565631459796467,0.402,0.357,1,"PTEN","Up in Severe"
"NENF",0.168385549210873,0.575818820284648,0.278,0.278,1,"NENF","Up in Severe"
"KLF9",0.183490546659791,0.578459953023337,0.284,0.212,1,"KLF9","Up in Severe"
"GLRX",0.190766393733389,0.646385860672276,0.431,0.393,1,"GLRX","Up in Severe"
"ISCA1",0.195095786198863,0.62132232189127,0.328,0.358,1,"ISCA1","Up in Severe"
"IFITM3",0.201674514298636,0.742187180486534,0.477,0.424,1,"IFITM3","Up in Severe"
"LGALS1",0.232433169227795,0.577189062045087,0.586,0.638,1,"LGALS1","Up in Severe"
"NADK",0.237367465664795,0.580098158326338,0.257,0.202,1,"NADK","Up in Severe"
"CAPN1",0.242769946739172,0.949952009681708,0.347,0.321,1,"CAPN1","Up in Severe"
"RIT1",0.250661864383988,0.569600243777115,0.28,0.258,1,"RIT1","Up in Severe"
"NUP214",0.255021555941251,0.592735136482071,0.36,0.319,1,"NUP214","Up in Severe"
"NPTN",0.26075485039588,0.591407598684693,0.254,0.223,1,"NPTN","Up in Severe"
"TRAPPC1",0.262667335665121,0.639677205909001,0.592,0.573,1,"TRAPPC1","Up in Severe"
"CDKN2D",0.27749708005987,0.608424773702326,0.599,0.608,1,"CDKN2D","Up in Severe"
