"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.19517986000503e-06,0.539874622009856,0.665,0.419,0.0278608377165772,"7","NIPBL"
1.21188740724739e-06,1.68441989201068,0.303,0.084,0.0282503073503438,"7","PLPPR2"
1.23915861688592e-06,1.13472707797638,0.265,0.099,0.0288860265182276,"7","TK2"
1.27003784876466e-06,0.581040405297425,0.88,0.64,0.029605852292553,"7","SCAF11"
1.30732418229008e-06,0.967340041024644,0.43,0.177,0.030475034013364,"7","NUDT16"
1.31194615772429e-06,1.07617232993068,0.323,0.125,0.0305827768827108,"7","SLC12A7"
1.3431991160164e-06,0.792315966510535,0.299,0.145,0.0313113145934582,"7","NDRG1"
1.34504177119232e-06,0.637504647493173,0.399,0.213,0.0313542687282642,"7","ECHDC1"
1.35035380979367e-06,0.517408138913406,0.715,0.411,0.0314780976601002,"7","MKRN1"
1.35969647496034e-06,0.864511822757171,0.321,0.14,0.0316958845278005,"7","MCMBP"
1.36635920493089e-06,0.615623667292942,0.265,0.135,0.0318511994261439,"7","CBWD1"
1.37135025719788e-06,1.08862232415984,0.472,0.198,0.0319675458455397,"7","MIR22HG"
1.43566035996539e-06,1.26319291322906,0.334,0.117,0.0334666786511532,"7","SPECC1"
1.47468052667756e-06,0.508602381514849,0.702,0.446,0.0343762777573806,"7","PJA2"
1.51294978602444e-06,1.32897811631807,0.254,0.083,0.0352683724620156,"7","C16orf70"
1.55868928080587e-06,0.699310412223668,0.264,0.133,0.0363346058248657,"7","MED29"
1.59280641219381e-06,0.550707100526851,0.33,0.176,0.0371299102746498,"7","RRAGC"
1.59445230499288e-06,0.531586356569786,0.437,0.179,0.037168277681689,"7","APP"
1.60687903004972e-06,1.02264463049116,0.274,0.114,0.0374579570694891,"7","ZNF592"
1.61818645492979e-06,1.48064824452693,0.29,0.083,0.0377215444508684,"7","HSPA6"
1.66553534808726e-06,0.545515008481099,0.497,0.253,0.0388252944992621,"7","PPIF"
1.68728587005821e-06,0.537914406318167,0.859,0.599,0.0393323209169268,"7","WASF2"
1.69872658401079e-06,0.693099496534137,0.596,0.318,0.0395990153998754,"7","KDELR1"
1.70994467099481e-06,0.669932558852567,0.426,0.213,0.03986052022556,"7","UBA1"
1.7128587568293e-06,0.716242642930241,0.369,0.175,0.0399284504804478,"7","MAN2A1"
1.73760720449768e-06,0.855446468799841,0.765,0.42,0.0405053615440455,"7","CCDC69"
1.74608576290626e-06,1.07599357646766,0.349,0.137,0.0407030052191079,"7","PANK3"
1.75980216310218e-06,1.00133287933247,0.556,0.255,0.0410227482240748,"7","LARP1"
1.79791208795679e-06,1.1094478910266,0.405,0.166,0.0419111286823608,"7","MFSD12"
1.80334126975831e-06,1.51772161573132,0.417,0.135,0.0420376883393359,"7","RAB34"
1.85697251001004e-06,0.966827943513499,0.412,0.174,0.0432878861808441,"7","ULK1"
1.8822826130767e-06,1.04155245443579,0.345,0.141,0.043877889993431,"7","RHOT1"
1.88792352242837e-06,1.558274122797,0.291,0.084,0.0440093852313277,"7","ARSD"
1.89369716138948e-06,0.791272594772462,0.545,0.248,0.0441439745291502,"7","ASAP1"
1.94199599623769e-06,0.907909683970866,0.41,0.188,0.0452698686682969,"7","ARHGEF6"
1.97961237531956e-06,0.996483371190248,0.318,0.13,0.0461467440810743,"7","CIITA"
1.99164584415229e-06,0.636686311054832,0.554,0.303,0.0464272562730341,"7","TIMM13"
2.03466137069434e-06,1.71432064941323,0.279,0.072,0.0474299912122557,"7","TNS3"
2.04188843921702e-06,0.54666758711917,0.581,0.342,0.0475984614065879,"7","EIF4E2"
2.08859208765637e-06,1.31668315188461,0.359,0.115,0.0486871701553576,"7","QPCT"
2.08926185010853e-06,0.673948511812775,0.646,0.351,0.0487027829878801,"7","SYNGR2"
2.10545892680679e-06,0.595382611025672,0.479,0.271,0.0490803530427931,"7","RAPGEF1"
2.16295038438192e-06,1.42201338732502,0.281,0.093,0.0504205364103271,"7","CD300C"
2.16364982921804e-06,0.762610517504927,0.642,0.327,0.0504368411689018,"7","BLOC1S6"
2.20078430085974e-06,1.29194084251422,0.436,0.161,0.0513024828373413,"7","MYO5A"
2.21538778518161e-06,0.967038898787994,0.397,0.176,0.0516429046603685,"7","DHRS4L2"
2.27863068645523e-06,0.515762450494509,0.895,0.677,0.053117159931958,"7","CSDE1"
2.28339123280885e-06,0.776150526747019,0.25,0.093,0.0532281330280071,"7","IFIT2"
2.31776853258253e-06,0.802413352682364,0.361,0.169,0.0540295022630313,"7","YTHDF3"
2.34555832199654e-06,1.07284696328476,0.296,0.096,0.0546773100440614,"7","CLIC4"
2.40252338721908e-06,0.718167496546814,0.543,0.274,0.0560052226794641,"7","CTDSP2"
2.48796319096613e-06,0.628359093145814,0.68,0.4,0.0579969099446115,"7","PSMB4"
2.51783485849423e-06,0.854751625213985,0.322,0.147,0.058693248386359,"7","PARP12"
2.55054631261301e-06,0.663852376921649,0.444,0.22,0.0594557850933218,"7","KIAA1109"
2.58783539738937e-06,1.20606380782115,0.346,0.127,0.0603250309485436,"7","GGA3"
2.61246140875281e-06,0.775970886128371,0.251,0.116,0.0608990878994367,"7","CANT1"
2.69795983222504e-06,0.917271336105961,0.412,0.174,0.062892141648998,"7","TYK2"
2.70066160732635e-06,1.04147043266966,0.325,0.129,0.0629551227283845,"7","ARL5A"
2.73860984005033e-06,1.20054159985738,0.514,0.207,0.0638397339814132,"7","NFIC"
2.7519422713709e-06,0.929971417178789,0.731,0.4,0.0641505262879271,"7","KMT2C"
2.7629331965997e-06,0.849377841771629,0.412,0.189,0.0644067357459356,"7","CCDC47"
2.79789707370703e-06,0.664556168088523,0.35,0.177,0.0652217786851847,"7","PPIP5K2"
2.81007296553502e-06,0.867059568423738,0.475,0.2,0.0655056108995869,"7","ZFAND3"
2.83800097469633e-06,0.503233005759961,0.381,0.211,0.0661566407211463,"7","GRIPAP1"
2.97550126852672e-06,1.15272129079815,0.293,0.116,0.0693619100706265,"7","TNFRSF10B"
3.00236530056703e-06,0.732124602518747,0.459,0.232,0.0699881375215181,"7","NFAT5"
3.0387081917635e-06,0.839207862015034,0.681,0.354,0.0708353266581989,"7","ATG3"
3.12909567334977e-06,1.44092700163023,0.46,0.16,0.0729423492414564,"7","CEP170"
3.20543270833728e-06,1.26514039671577,0.384,0.141,0.0747218418640504,"7","ELK3"
3.21573536088473e-06,0.65529742806816,0.477,0.252,0.074962006997584,"7","DEDD2"
3.21820485856982e-06,1.52538895332116,0.286,0.087,0.0750195734581211,"7","STX6"
3.34359964302966e-06,0.60134349930017,0.65,0.386,0.0779426512786643,"7","SHISA5"
3.4112603981857e-06,1.76739633600632,0.293,0.081,0.079519891142107,"7","ENG"
3.43738420412498e-06,0.611893915666541,0.527,0.293,0.0801288631823575,"7","PNKD"
3.56623821738666e-06,0.651962528603353,0.662,0.379,0.0831325790855004,"7","SERINC1"
3.63904780351797e-06,0.627988615560346,0.424,0.209,0.0848298433478075,"7","CAB39"
3.65666169100345e-06,1.01409299344857,0.588,0.25,0.0852404406789814,"7","MAPKAPK3"
3.6776210827827e-06,0.846517644859206,0.57,0.292,0.0857290250607476,"7","TMPO"
3.7365636465364e-06,0.899337723119211,0.405,0.177,0.0871030351644101,"7","NCOA2"
3.79392740449706e-06,1.10079769905383,0.469,0.205,0.088440241726231,"7","EHD4"
3.82014495428615e-06,0.546404253238527,0.544,0.312,0.0890513990293644,"7","GGA1"
3.86614098120125e-06,0.876696031456856,0.619,0.321,0.0901236124127823,"7","LYPLA1"
3.90745858500061e-06,1.05852333610382,0.342,0.138,0.0910867670749491,"7","GALK1"
3.91617473238268e-06,0.778316624268572,0.489,0.246,0.0912899491865727,"7","UBL3"
3.92222594156778e-06,0.89802044801504,0.425,0.187,0.0914310089238865,"7","ZNF524"
3.97758777321997e-06,0.569243542193975,0.722,0.437,0.0927215485815306,"7","IFI16"
4.14293317940482e-06,0.767758488420007,0.49,0.249,0.0965759153451058,"7","CYB5R4"
4.17933888505924e-06,0.762263689068906,0.408,0.197,0.0974245687496159,"7","MAN2C1"
4.19908416574584e-06,1.35607880789159,0.454,0.16,0.0978848509877012,"7","TRIM25"
4.2521439171646e-06,0.75994414896363,0.462,0.24,0.0991217268530239,"7","NIPSNAP2"
4.29015546335712e-06,1.18321983285114,0.575,0.232,0.100007814006318,"7","SPTLC2"
4.44318479561793e-06,0.994327662575301,0.439,0.194,0.10357508077065,"7","KIAA0100"
4.51342700200065e-06,0.607051381876995,0.565,0.314,0.105212496843637,"7","VTI1B"
4.52276122973757e-06,0.849996995198007,0.67,0.36,0.105430087026413,"7","SASH3"
4.55262223458005e-06,0.625968627356043,0.729,0.433,0.106126176910296,"7","PRKAR1A"
4.56969512233471e-06,1.39189006181508,0.256,0.093,0.106524162996744,"7","SLC43A3"
4.60024297720886e-06,1.11196281308907,0.316,0.124,0.107236264041716,"7","PPFIA1"
4.60593018752654e-06,0.622133581482296,0.305,0.151,0.107368838601431,"7","MON2"
4.61544216368702e-06,1.0164672020693,0.355,0.148,0.107590572277708,"7","TMEM131"
4.70292865330774e-06,0.570251599686757,0.417,0.23,0.109629969837257,"7","CDK5RAP3"
4.73902079844865e-06,0.887999382766424,0.551,0.266,0.110471313832636,"7","FAM200B"
